CustomerID,Recency,Frequency,Monetary,AvgOrderValue,ItemDiversity,PurchaseHour,RepeatPurchase,UnitSales,OnPromotion
10477,102,10,489.21,48.92,0.61,16,0,182.41,1
10478,2,7,558.42,79.77,0.34,13,1,141.84,1
10479,34,3,242.26,80.75,0.21,9,0,61.62,0
10480,40,7,587.49,83.93,0.13,12,0,147.48,0
10481,68,12,618.5,51.54,0.53,16,1,209.07,0
10482,12,8,687.65,85.96,0.19,12,1,170.23,0
10483,12,9,425.58,47.29,0.3,11,1,156.03,0
10484,19,6,617.71,102.95,0.12,21,0,135.32,1
10485,18,8,632.61,79.08,0.47,14,1,153.87,0
10486,26,11,513.13,46.65,0.3,13,1,183.51,0
10487,31,1,30.81,30.81,0.53,17,0,19.23,0
10488,143,3,106.95,35.65,0.06,9,0,37.05,0
10489,34,10,561.38,56.14,0.09,11,1,182.88,0
10490,33,3,262.47,87.49,0.47,15,0,68.36,0
10491,11,5,565.84,113.17,0.48,19,1,114.85,0
10492,17,8,264.57,33.07,0.13,9,0,134.26,0
10493,10,10,564.22,56.42,0.28,12,1,172.58,0
10494,57,9,510.17,56.69,0.05,19,0,167.37,0
10495,74,8,676.42,84.55,0.28,10,0,170.37,0
10496,5,3,136.16,45.39,0.41,8,1,45.95,0
10497,48,8,776.24,97.03,0.26,16,0,182.02,1
10498,35,3,316.58,105.53,0.57,19,1,68.5,0
10499,24,6,182.66,30.44,0.15,19,1,97.87,1
10500,5,6,683.45,113.91,0.48,13,1,142.58,0
10501,62,6,701.76,116.96,0.12,13,1,151.55,0
10502,10,7,150.78,21.54,0.77,19,0,95.74,0
10503,50,6,284.59,47.43,0.18,16,0,102.2,1
10504,8,5,230.74,46.15,0.28,12,0,91.49,1
10505,4,2,143.71,71.86,0.42,19,1,46.83,1
10506,91,10,570.43,57.04,0.26,9,0,184.05,0
10507,3,7,309.9,44.27,0.77,15,1,119.09,1
10508,67,6,391.54,65.26,0.3,8,0,109.78,0
10509,35,10,661.0,66.1,0.37,12,1,192.14,0
10510,8,8,676.9,84.61,0.27,19,1,169.64,0
10511,13,7,330.69,47.24,0.44,19,1,119.16,0
10512,35,6,633.62,105.6,0.17,11,1,141.33,1
10513,33,3,209.27,69.76,0.2,10,0,58.31,0
10514,30,6,142.57,23.76,0.19,16,0,88.93,0
10515,58,9,760.31,84.48,0.21,10,0,201.66,0
10516,6,7,330.6,47.23,0.28,16,1,121.41,0
10517,9,2,70.64,35.32,0.37,8,1,36.22,1
10518,3,6,403.42,67.24,0.19,10,1,116.28,0
10519,3,7,341.83,48.83,0.22,8,0,120.12,0
10520,17,7,115.68,16.53,0.25,20,0,105.75,0
10521,13,3,288.61,96.2,0.45,11,1,63.63,0
10522,10,5,122.98,24.6,0.44,17,1,78.29,0
10523,78,6,647.14,107.86,0.12,16,0,141.21,1
10524,29,3,171.88,57.29,0.45,12,0,41.19,0
10525,44,4,387.81,96.95,0.31,20,0,89.61,0
10526,5,11,336.81,30.62,0.21,8,1,169.85,1
10527,25,4,339.74,84.94,0.44,16,1,84.2,1
10528,39,9,894.12,99.35,0.59,17,1,207.26,0
10529,44,7,460.03,65.72,0.22,8,1,136.5,0
10530,2,4,247.77,61.94,0.12,17,1,74.97,1
10531,7,8,162.71,20.34,0.35,16,0,129.26,0
10532,35,6,179.95,29.99,0.2,19,0,88.85,1
10533,32,8,606.26,75.78,0.39,21,1,167.91,0
10534,64,7,454.59,64.94,0.36,14,0,130.93,0
10535,31,2,100.06,50.03,0.1,8,0,36.18,0
10536,21,6,411.89,68.65,0.41,20,1,118.69,0
10537,58,5,314.4,62.88,0.31,12,0,90.41,1
10538,23,2,156.99,78.5,0.33,10,1,40.39,0
10539,1,5,138.58,27.72,0.24,10,0,75.24,0
10540,4,12,719.48,59.96,0.38,17,1,222.08,1
10541,9,7,531.02,75.86,0.24,8,1,137.76,0
10542,14,2,57.24,28.62,0.32,9,0,33.98,0
10543,8,6,521.56,86.93,0.14,18,1,124.17,0
10544,6,3,321.94,107.31,0.18,8,1,66.09,0
10545,1,4,316.12,79.03,0.23,8,1,87.23,0
10546,53,6,422.47,70.41,0.28,11,0,108.79,0
10547,61,6,375.21,62.54,0.14,8,0,115.87,1
10548,21,5,211.4,42.28,0.16,19,0,86.81,1
10549,4,5,598.27,119.65,0.63,13,1,125.85,0
10550,5,12,991.36,82.61,0.36,9,1,248.86,1
10551,3,8,931.75,116.47,0.1,20,1,197.25,0
10552,71,4,358.41,89.6,0.1,10,0,78.95,0
10553,37,9,388.47,43.16,0.11,13,0,151.6,0
10554,31,7,677.73,96.82,0.26,14,1,152.96,1
10555,3,8,738.29,92.29,0.47,13,1,176.73,0
10556,14,9,424.2,47.13,0.17,15,1,163.1,0
10557,28,7,272.11,38.87,0.05,15,1,116.61,0
10558,2,8,861.17,107.65,0.3,13,1,185.22,1
10559,14,4,341.79,85.45,0.18,21,1,81.14,0
10560,6,3,228.31,76.1,0.55,20,1,57.5,1
10561,20,4,263.83,65.96,0.09,13,0,81.77,1
10562,20,9,1005.48,111.72,0.5,18,1,218.46,0
10563,40,6,166.68,27.78,0.31,12,0,81.64,0
10564,40,7,123.88,17.7,0.37,19,0,100.45,1
10565,3,9,789.16,87.68,0.19,12,1,193.87,0
10566,13,4,210.66,52.66,0.59,18,1,72.64,0
10567,27,6,131.94,21.99,0.34,15,1,94.19,0
10568,84,6,433.33,72.22,0.5,12,0,113.69,0
10569,10,8,664.29,83.04,0.06,17,1,169.74,1
10570,30,7,404.41,57.77,0.31,19,1,132.11,0
10571,38,7,287.03,41.0,0.19,8,1,124.83,0
10572,74,4,275.73,68.93,0.25,8,0,73.43,0
10573,6,9,700.17,77.8,0.15,19,1,182.24,1
10574,43,4,291.36,72.84,0.16,12,1,81.41,0
10575,18,3,219.09,73.03,0.25,9,0,52.97,1
10576,24,10,745.96,74.6,0.26,9,1,202.25,0
10577,55,4,307.07,76.77,0.06,14,0,86.83,0
10578,53,5,163.86,32.77,0.58,21,0,76.94,1
10579,21,7,469.03,67.0,0.42,12,1,137.24,0
10580,27,15,963.23,64.22,0.22,9,1,274.8,0
10581,43,6,283.15,47.19,0.69,10,0,105.42,0
10582,28,8,785.72,98.22,0.6,19,1,169.61,1
10583,4,4,389.82,97.46,0.44,14,1,84.73,0
10584,39,6,357.23,59.54,0.37,20,0,114.39,0
10585,10,7,672.97,96.14,0.43,19,0,156.35,0
10586,38,5,467.38,93.48,0.35,19,1,112.31,0
10587,55,8,395.73,49.47,0.44,18,0,142.62,1
10588,1,7,547.65,78.24,0.09,20,1,138.39,1
10589,7,6,184.95,30.82,0.24,16,1,94.02,0
10590,36,6,239.88,39.98,0.37,13,0,106.93,1
10591,29,3,93.94,31.31,0.05,9,0,48.33,0
10592,4,4,386.82,96.7,0.33,20,1,93.27,1
10593,69,7,217.44,31.06,0.65,9,0,106.86,1
10594,47,8,428.54,53.57,0.1,21,1,140.69,1
10595,30,6,716.83,119.47,0.13,13,0,152.38,1
10596,4,11,193.74,17.61,0.57,8,1,164.29,0
10597,53,4,406.83,101.71,0.35,8,0,87.85,0
10598,14,6,710.53,118.42,0.13,21,1,146.58,0
10599,69,7,294.47,42.07,0.31,21,0,116.58,1
10600,69,4,358.68,89.67,0.3,21,0,82.14,1
10601,19,4,181.18,45.3,0.31,20,1,68.19,1
10602,36,7,116.24,16.61,0.48,17,1,92.22,0
10603,2,5,592.1,118.42,0.38,10,1,122.65,1
10604,21,4,383.92,95.98,0.2,8,0,85.18,0
10605,22,3,105.16,35.05,0.45,13,1,49.75,0
10606,17,5,341.98,68.4,0.14,17,0,93.13,0
10607,9,4,68.59,17.15,0.1,19,0,61.17,0
10608,8,5,465.29,93.06,0.18,18,1,119.58,1
10609,32,9,706.11,78.46,0.6,18,0,184.7,0
10610,26,6,213.11,35.52,0.66,21,1,95.47,0
10611,117,2,63.04,31.52,0.33,8,0,28.85,0
10612,88,4,393.45,98.36,0.21,14,0,96.7,0
10613,16,4,435.12,108.78,0.46,13,1,95.13,0
10614,86,3,313.92,104.64,0.11,14,0,70.12,1
10615,14,4,192.79,48.2,0.34,15,0,74.04,0
10616,3,4,293.37,73.34,0.21,18,1,85.59,0
10617,28,5,277.62,55.52,0.23,13,0,85.51,0
10618,6,4,396.35,99.09,0.17,10,1,86.35,1
10619,9,8,618.94,77.37,0.1,12,1,169.53,0
10620,47,11,1138.92,103.54,0.05,8,1,249.61,0
10621,109,6,165.06,27.51,0.41,18,0,92.73,0
10622,95,8,582.22,72.78,0.18,13,0,161.05,1
10623,12,5,290.76,58.15,0.13,11,0,94.96,0
10624,3,6,526.75,87.79,0.49,10,1,128.25,0
10625,4,6,455.34,75.89,0.33,15,1,120.45,1
10626,2,6,330.8,55.13,0.23,14,1,111.66,0
10627,27,5,112.56,22.51,0.7,17,1,72.87,0
10628,54,4,347.1,86.78,0.37,9,0,83.34,0
10629,55,7,791.06,113.01,0.21,15,0,173.28,0
10630,46,7,800.5,114.36,0.18,14,1,168.16,0
10631,24,3,289.54,96.51,0.3,15,0,59.86,0
10632,67,11,812.57,73.87,0.49,11,1,222.57,0
10633,19,7,336.02,48.0,0.42,20,1,109.58,0
10634,53,7,238.73,34.1,0.1,20,0,114.21,0
10635,13,3,222.07,74.02,0.71,12,1,59.89,1
10636,16,6,406.68,67.78,0.39,14,1,112.54,0
10637,9,6,629.81,104.97,0.44,16,0,138.02,0
10638,15,4,476.18,119.04,0.35,14,1,91.71,0
10639,75,6,484.81,80.8,0.37,9,0,122.85,1
10640,4,4,263.89,65.97,0.05,20,1,71.9,1
10641,52,9,932.71,103.63,0.09,9,1,200.22,0
10642,1,8,357.02,44.63,0.64,10,1,135.82,1
10643,35,8,321.23,40.15,0.1,17,0,132.6,1
10644,1,6,617.08,102.85,0.05,16,1,143.95,0
10645,11,9,662.39,73.6,0.45,15,1,177.95,1
10646,70,7,168.58,24.08,0.35,17,0,101.47,1
10647,8,11,1189.71,108.16,0.39,15,1,261.42,0
10648,10,6,247.3,41.22,0.23,13,0,91.7,0
10649,8,9,768.18,85.35,0.13,17,1,189.55,0
10650,6,7,182.94,26.13,0.09,17,1,104.65,0
10651,2,4,272.36,68.09,0.38,21,1,74.94,0
10652,183,5,421.99,84.4,0.05,14,0,98.94,0
10653,13,5,262.85,52.57,0.16,16,1,85.25,1
10654,32,9,243.04,27.0,0.4,20,1,135.72,0
10655,16,6,102.81,17.14,0.13,12,0,84.7,1
10656,60,6,538.79,89.8,0.47,20,0,132.91,0
10657,88,7,300.95,42.99,0.28,17,0,110.19,0
10658,17,7,648.63,92.66,0.07,11,1,144.99,1
10659,12,7,285.12,40.73,0.4,9,0,113.77,1
10660,20,6,331.15,55.19,0.07,9,1,108.8,0
10661,95,6,550.9,91.82,0.33,14,0,127.17,0
10662,32,6,190.58,31.76,0.29,15,0,96.14,1
10663,1,2,106.89,53.44,0.27,11,1,36.04,0
10664,11,4,324.39,81.1,0.3,9,1,80.33,1
10665,16,3,64.92,21.64,0.16,8,0,43.68,0
10666,117,7,214.71,30.67,0.28,11,0,112.0,0
10667,37,6,524.84,87.47,0.06,20,0,126.31,0
10668,60,5,351.52,70.3,0.16,17,0,96.92,1
10669,57,7,414.15,59.16,0.45,13,0,130.83,0
10670,104,5,319.9,63.98,0.57,11,0,95.23,0
10671,124,3,98.19,32.73,0.29,11,0,51.83,0
10672,48,6,225.28,37.55,0.27,19,1,94.78,0
10673,81,5,300.01,60.0,0.12,15,0,94.49,0
10674,6,6,142.36,23.73,0.17,17,1,85.83,1
10675,5,8,555.88,69.48,0.5,16,1,148.37,1
10676,23,7,478.8,68.4,0.3,15,1,140.48,0
10677,13,4,424.37,106.09,0.6,21,0,103.3,0
10678,66,7,464.69,66.38,0.22,14,0,135.56,0
10679,29,5,275.77,55.15,0.05,21,0,85.99,1
10680,53,2,142.92,71.46,0.05,11,0,40.33,0
10681,12,6,458.93,76.49,0.41,19,1,121.79,0
10682,12,6,338.57,56.43,0.28,21,0,102.66,0
10683,66,5,139.54,27.91,0.49,9,0,76.12,0
10684,15,5,132.78,26.56,0.33,10,1,74.98,0
10685,10,5,516.18,103.24,0.6,11,1,122.94,0
10686,13,7,383.14,54.73,0.14,18,1,130.72,0
10687,20,12,1118.97,93.25,0.37,20,1,264.31,1
10688,56,11,907.65,82.51,0.26,19,1,230.29,0
10689,1,8,251.98,31.5,0.28,15,1,133.13,0
10690,15,6,301.11,50.18,0.38,9,0,101.52,0
10691,141,4,195.49,48.87,0.26,9,0,62.34,0
10692,26,7,115.6,16.51,0.41,15,0,94.82,0
10693,17,4,412.29,103.07,0.2,15,1,91.71,0
10694,19,4,100.01,25.0,0.49,11,1,56.16,0
10695,28,7,222.77,31.82,0.26,16,0,104.67,1
10696,20,7,251.9,35.99,0.55,15,1,114.41,0
10697,5,5,404.56,80.91,0.16,14,0,87.58,0
10698,3,6,557.14,92.86,0.15,17,1,124.16,0
10699,7,7,551.35,78.76,0.27,8,1,148.85,0
10700,4,5,115.56,23.11,0.09,9,1,75.37,0
10701,96,7,461.84,65.98,0.2,15,0,135.59,0
10702,9,7,413.32,59.05,0.11,15,1,131.26,0
10703,7,3,129.37,43.12,0.15,21,0,57.12,1
10704,19,3,282.55,94.18,0.35,8,0,65.54,1
10705,28,7,300.15,42.88,0.21,16,0,117.81,0
10706,32,7,696.36,99.48,0.15,11,1,148.8,0
10707,37,11,751.07,68.28,0.27,15,1,220.39,0
10708,16,6,165.27,27.54,0.31,14,0,92.85,0
10709,133,8,746.23,93.28,0.3,14,0,161.66,0
10710,47,5,207.78,41.56,0.06,19,0,85.4,0
10711,12,5,282.18,56.44,0.19,18,1,90.6,0
10712,45,1,20.19,20.19,0.42,15,0,11.78,0
10713,5,4,101.38,25.34,0.27,20,1,60.67,0
10714,14,7,482.43,68.92,0.26,19,0,129.86,1
10715,2,6,101.89,16.98,0.38,15,0,84.89,0
10716,18,4,418.81,104.7,0.15,21,1,98.18,0
10717,90,6,697.95,116.32,0.21,19,0,145.16,0
10718,55,4,321.6,80.4,0.11,16,0,84.19,1
10719,24,8,176.02,22.0,0.05,14,1,119.18,1
10720,77,4,422.35,105.59,0.36,11,0,93.72,0
10721,45,3,132.88,44.29,0.5,17,0,47.11,1
10722,15,5,341.18,68.24,0.12,16,1,97.75,1
10723,41,6,218.58,36.43,0.05,10,1,94.67,0
10724,9,7,142.93,20.42,0.24,21,1,107.48,0
10725,22,7,556.2,79.46,0.56,12,1,154.45,0
10726,16,3,341.76,113.92,0.11,9,0,70.23,0
10727,62,5,127.63,25.53,0.34,15,0,77.07,0
10728,36,7,453.48,64.78,0.81,17,0,132.78,0
10729,12,9,1010.44,112.27,0.28,19,1,211.7,0
10730,23,4,135.72,33.93,0.16,20,0,59.72,1
10731,63,6,521.58,86.93,0.31,9,0,116.45,1
10732,39,8,672.77,84.1,0.38,15,0,167.63,0
10733,12,9,705.94,78.44,0.36,18,1,181.63,1
10734,137,6,664.64,110.77,0.51,18,0,143.66,1
10735,28,4,302.9,75.72,0.18,9,0,80.12,0
10736,58,9,311.25,34.58,0.43,19,0,134.95,0
10737,55,4,224.85,56.21,0.47,13,0,67.55,0
10738,23,3,271.84,90.61,0.29,20,1,62.73,0
10739,11,5,492.84,98.57,0.61,15,1,109.43,0
10740,25,8,454.01,56.75,0.28,9,1,146.29,0
10741,7,8,396.3,49.54,0.28,10,1,131.87,1
10742,114,5,129.07,25.81,0.29,15,0,77.09,0
10743,24,4,401.64,100.41,0.25,8,0,86.61,1
10744,22,7,409.18,58.45,0.52,15,1,118.64,0
10745,15,3,107.18,35.73,0.3,11,1,46.58,0
10746,19,5,329.85,65.97,0.37,17,0,94.63,1
10747,7,4,411.38,102.84,0.35,13,1,89.53,0
10748,59,2,90.13,45.06,0.31,11,0,37.37,0
10749,16,7,587.17,83.88,0.32,12,0,139.66,1
10750,34,11,675.35,61.4,0.44,18,1,205.56,1
10751,55,11,994.07,90.37,0.12,20,1,231.3,0
10752,6,5,395.08,79.02,0.12,19,1,103.97,1
10753,7,9,498.18,55.35,0.09,19,1,168.13,0
10754,10,5,205.13,41.03,0.35,10,1,76.6,0
10755,24,3,278.59,92.86,0.52,18,1,61.14,1
10756,47,4,210.9,52.72,0.23,13,0,74.25,0
10757,14,7,307.16,43.88,0.11,11,1,127.27,0
10758,12,12,1317.82,109.82,0.33,17,1,285.87,1
10759,13,3,240.88,80.29,0.21,8,0,50.08,1
10760,37,8,555.56,69.44,0.22,13,1,160.85,1
10761,16,2,86.39,43.2,0.31,14,1,32.39,0
10762,16,9,430.55,47.84,0.31,16,1,149.15,1
10763,13,7,183.02,26.15,0.05,16,0,100.75,1
10764,26,7,552.09,78.87,0.3,17,1,135.36,0
10765,24,9,248.78,27.64,0.05,14,0,142.74,1
10766,55,9,812.48,90.28,0.28,20,1,193.01,0
10767,13,2,152.14,76.07,0.25,8,1,52.08,0
10768,8,7,287.05,41.01,0.54,19,0,118.92,0
10769,157,11,869.04,79.0,0.47,13,0,227.83,0
10770,76,8,492.64,61.58,0.18,11,0,142.02,1
10771,104,4,127.66,31.92,0.18,15,0,64.64,1
10772,12,7,446.2,63.74,0.37,15,1,127.76,0
10773,14,4,61.11,15.28,0.64,21,1,52.31,0
10774,1,8,698.72,87.34,0.41,18,1,170.12,1
10775,36,6,545.92,90.99,0.32,12,1,134.45,1
10776,30,6,408.73,68.12,0.33,14,1,116.95,0
10777,1,9,627.63,69.74,0.39,17,1,173.31,0
10778,26,6,514.38,85.73,0.1,11,0,121.73,0
10779,30,2,162.53,81.26,0.18,9,0,35.65,0
10780,48,6,690.04,115.01,0.52,19,1,138.94,0
10781,50,8,579.69,72.46,0.32,19,1,149.38,0
10782,62,5,506.53,101.31,0.23,14,0,111.28,0
10783,71,6,493.82,82.3,0.16,16,0,123.06,0
10784,5,3,209.97,69.99,0.14,13,0,60.45,0
10785,27,4,409.07,102.27,0.24,15,1,85.18,0
10786,20,3,328.52,109.51,0.59,12,1,74.29,1
10787,7,5,427.09,85.42,0.25,17,1,105.99,0
10788,79,6,439.83,73.3,0.57,11,0,112.99,1
10789,53,1,106.51,106.51,0.06,17,0,25.5,0
10790,68,7,422.79,60.4,0.31,12,0,130.69,0
10791,1,4,397.94,99.48,0.37,18,1,86.19,1
10792,25,9,377.41,41.93,0.13,15,1,147.74,0
10793,28,7,175.15,25.02,0.31,12,0,101.14,0
10794,32,5,75.22,15.04,0.21,9,0,77.35,0
10795,27,2,119.8,59.9,0.28,8,0,31.74,0
10796,4,5,84.09,16.82,0.28,20,0,61.25,0
10797,8,5,135.92,27.18,0.19,9,0,78.9,0
10798,21,5,295.13,59.03,0.23,13,0,94.6,0
10799,11,8,591.85,73.98,0.14,20,1,160.26,1
10800,13,7,545.44,77.92,0.14,11,1,145.74,0
10801,108,8,243.94,30.49,0.33,8,0,120.26,0
10802,5,5,275.21,55.04,0.33,19,1,94.55,0
10803,22,8,210.73,26.34,0.14,17,0,111.76,0
10804,46,6,430.1,71.68,0.17,20,0,120.65,0
10805,126,6,411.62,68.6,0.59,18,0,113.35,0
10806,46,4,295.79,73.95,0.36,9,0,69.61,0
10807,11,5,253.87,50.77,0.27,12,1,96.07,0
10808,5,9,398.58,44.29,0.32,15,1,147.23,1
10809,22,6,359.34,59.89,0.09,21,1,115.78,1
10810,17,6,302.08,50.35,0.05,20,1,113.27,0
10811,26,5,271.86,54.37,0.21,10,0,89.43,0
10812,24,4,478.92,119.73,0.31,13,0,101.89,0
10813,79,7,585.38,83.63,0.46,13,0,138.48,1
10814,31,6,683.82,113.97,0.17,15,0,143.32,1
10815,13,6,373.23,62.21,0.42,20,1,109.71,1
10816,44,7,225.75,32.25,0.2,19,0,93.98,0
10817,30,4,164.83,41.21,0.32,18,1,69.84,0
10818,12,9,379.51,42.17,0.46,12,1,151.39,0
10819,20,8,228.75,28.59,0.4,12,1,123.26,0
10820,8,8,902.87,112.86,0.29,19,1,189.66,0
10821,123,11,640.17,58.2,0.18,21,0,197.33,0
10822,10,7,206.96,29.57,0.37,16,1,111.89,1
10823,32,5,423.57,84.71,0.76,15,1,101.29,0
10824,18,7,347.47,49.64,0.58,9,1,125.21,0
10825,19,6,239.21,39.87,0.44,12,0,103.91,0
10826,11,4,452.0,113.0,0.18,15,1,95.2,0
10827,29,5,231.96,46.39,0.13,19,0,89.96,0
10828,27,7,301.99,43.14,0.3,16,1,117.8,0
10829,12,4,263.79,65.95,0.35,15,1,78.57,0
10830,19,8,474.67,59.33,0.2,11,1,147.28,0
10831,26,8,798.61,99.83,0.27,18,1,180.6,0
10832,7,8,566.3,70.79,0.35,21,1,159.38,0
10833,10,5,386.08,77.22,0.19,16,1,99.36,0
10834,50,7,683.65,97.66,0.21,17,0,156.8,1
10835,16,5,329.18,65.84,0.26,14,1,103.43,0
10836,63,7,819.5,117.07,0.18,17,0,169.65,0
10837,42,7,406.43,58.06,0.38,21,0,124.28,0
10838,52,5,512.63,102.53,0.2,13,1,112.83,0
10839,4,6,334.71,55.78,0.15,19,1,109.73,0
10840,30,4,99.31,24.83,0.12,14,0,62.44,0
10841,9,6,288.51,48.08,0.63,9,1,107.91,0
10842,11,8,262.24,32.78,0.13,21,1,130.64,0
10843,12,5,598.51,119.7,0.39,13,1,123.05,0
10844,46,6,576.83,96.14,0.52,16,1,131.98,0
10845,18,7,701.37,100.2,0.14,17,1,159.9,0
10846,21,5,336.18,67.24,0.71,19,0,99.12,0
10847,40,5,183.63,36.73,0.1,10,0,80.56,1
10848,209,9,827.0,91.89,0.35,21,0,189.86,0
10849,23,6,640.28,106.71,0.29,9,1,147.54,0
10850,11,3,262.35,87.45,0.16,13,0,63.02,0
10851,16,6,559.67,93.28,0.24,15,0,137.18,0
10852,28,6,243.86,40.64,0.43,9,0,108.85,0
10853,13,7,636.33,90.9,0.09,21,1,153.86,0
10854,40,7,501.16,71.59,0.23,13,1,135.52,0
10855,55,6,658.03,109.67,0.14,10,0,139.62,0
10856,12,5,167.0,33.4,0.31,20,0,74.86,1
10857,36,7,423.45,60.49,0.24,15,1,129.02,0
10858,82,7,134.03,19.15,0.23,11,0,100.44,1
10859,27,6,214.11,35.68,0.14,14,1,94.1,0
10860,1,8,899.83,112.48,0.2,15,1,188.58,1
10861,30,3,61.28,20.43,0.4,15,0,37.92,1
10862,101,3,145.14,48.38,0.39,9,0,42.25,0
10863,22,9,563.62,62.62,0.31,8,1,168.85,0
10864,4,4,98.37,24.59,0.61,14,1,58.18,1
10865,7,8,296.03,37.0,0.15,13,1,135.62,0
10866,123,4,424.56,106.14,0.05,21,0,81.89,1
10867,50,5,571.08,114.22,0.24,12,1,136.38,1
10868,77,9,825.95,91.77,0.3,15,0,198.33,0
10869,55,8,173.49,21.69,0.34,20,0,112.44,0
10870,16,6,244.99,40.83,0.05,12,1,92.73,1
10871,17,6,527.15,87.86,0.61,20,1,119.39,0
10872,24,5,423.92,84.78,0.71,16,1,98.56,0
10873,18,4,350.34,87.58,0.37,16,1,91.31,0
10874,1,6,169.23,28.2,0.27,12,1,90.41,0
10875,3,6,609.87,101.64,0.21,17,1,138.43,1
10876,43,5,587.62,117.52,0.21,9,0,120.24,1
10877,1,3,274.5,91.5,0.05,19,0,63.9,0
10878,2,7,707.53,101.08,0.41,11,1,157.14,0
10879,120,8,481.52,60.19,0.77,19,0,145.12,0
10880,33,9,866.3,96.26,0.45,17,1,200.66,1
10881,5,6,410.72,68.45,0.22,18,1,118.61,0
10882,30,4,278.21,69.55,0.53,17,0,81.86,0
10883,8,5,271.92,54.38,0.42,15,1,99.66,1
10884,116,5,393.74,78.75,0.44,16,0,100.84,0
10885,31,5,545.33,109.07,0.53,11,0,118.15,1
10886,12,4,276.97,69.24,0.3,17,0,74.85,0
10887,13,4,205.96,51.49,0.05,12,0,70.98,0
10888,18,7,692.99,99.0,0.13,16,1,162.69,1
10889,10,5,179.91,35.98,0.44,8,0,64.05,1
10890,44,11,679.91,61.81,0.29,10,1,196.6,0
10891,4,12,1038.91,86.58,0.48,17,1,243.2,1
10892,43,7,248.09,35.44,0.05,10,0,111.21,1
10893,65,8,893.56,111.7,0.23,15,0,195.36,1
10894,10,5,205.06,41.01,0.48,11,1,84.47,0
10895,16,3,67.64,22.55,0.15,16,0,43.24,0
10896,78,4,301.53,75.38,0.41,14,0,81.26,1
10897,34,3,301.11,100.37,0.26,16,0,64.51,0
10898,54,5,502.16,100.43,0.34,19,0,110.62,1
10899,24,8,925.51,115.69,0.43,11,1,191.2,0
10900,126,6,544.71,90.79,0.29,12,0,122.57,0
10901,23,5,133.78,26.76,0.34,14,0,71.33,1
10902,61,4,122.69,30.67,0.51,13,0,67.13,0
10903,46,6,639.49,106.58,0.17,18,1,134.61,0
10904,48,11,1180.86,107.35,0.54,16,1,251.9,1
10905,22,7,387.28,55.33,0.35,17,1,118.74,1
10906,75,4,399.38,99.84,0.49,8,0,92.57,0
10907,29,6,669.1,111.52,0.37,13,1,149.09,0
10908,8,7,207.98,29.71,0.51,19,0,107.53,0
10909,8,4,273.07,68.27,0.24,11,1,84.1,0
10910,82,5,125.81,25.16,0.39,9,0,79.0,0
10911,78,6,570.3,95.05,0.33,15,0,121.78,1
10912,45,6,235.64,39.27,0.49,8,0,106.35,1
10913,5,7,793.56,113.37,0.22,21,1,172.7,0
10914,1,8,275.22,34.4,0.29,21,1,127.98,1
10915,23,9,563.56,62.62,0.59,10,1,158.49,0
10916,9,5,403.05,80.61,0.24,8,1,97.66,1
10917,95,6,449.05,74.84,0.2,11,0,122.68,0
10918,24,4,436.76,109.19,0.27,8,1,92.85,1
10919,3,5,425.74,85.15,0.05,20,1,98.08,1
10920,24,6,604.55,100.76,0.24,15,1,134.5,0
10921,53,5,314.92,62.98,0.29,10,1,88.96,1
10922,6,3,354.44,118.15,0.34,9,0,83.84,1
10923,18,5,595.75,119.15,0.14,8,1,108.27,0
10924,6,6,376.77,62.79,0.27,21,1,113.04,0
10925,30,10,600.32,60.03,0.71,10,1,184.21,1
10926,3,6,379.67,63.28,0.19,18,1,116.95,0
10927,168,6,666.02,111.0,0.2,17,0,144.59,0
10928,9,8,708.75,88.59,0.3,19,0,177.3,0
10929,43,7,378.31,54.04,0.42,18,1,121.44,0
10930,16,2,174.78,87.39,0.11,10,0,35.5,1
10931,9,7,619.6,88.51,0.3,11,1,142.25,0
10932,92,9,1024.81,113.87,0.53,12,1,216.42,0
10933,58,6,204.62,34.1,0.18,20,0,89.87,0
10934,16,3,78.14,26.05,0.3,8,0,40.93,0
10935,39,4,426.89,106.72,0.31,12,0,94.8,0
10936,65,4,73.55,18.39,0.29,10,0,50.33,0
10937,61,4,344.85,86.21,0.39,13,0,85.14,0
10938,50,6,464.0,77.33,0.09,9,1,124.03,1
10939,52,7,772.08,110.3,0.53,11,1,164.89,0
10940,52,5,124.77,24.95,0.18,19,0,74.7,0
10941,247,6,515.9,85.98,0.36,8,0,138.43,1
10942,9,4,311.17,77.79,0.17,20,1,86.1,0
10943,3,8,528.44,66.06,0.41,17,1,148.99,0
10944,35,5,436.13,87.23,0.16,12,0,103.69,0
10945,8,7,685.8,97.97,0.05,9,1,151.3,0
10946,6,10,1147.3,114.73,0.37,12,1,247.92,0
10947,18,7,444.79,63.54,0.27,18,1,128.78,0
10948,26,6,438.31,73.05,0.33,21,1,120.37,1
10949,10,2,154.22,77.11,0.12,8,1,46.48,0
10950,1,6,132.03,22.0,0.11,16,1,94.53,0
10951,14,7,277.24,39.61,0.31,16,1,110.3,0
10952,86,4,129.9,32.48,0.05,20,0,54.11,0
10953,41,8,683.09,85.39,0.11,10,1,167.99,0
10954,1,4,209.93,52.48,0.36,20,1,69.9,0
10955,36,6,556.77,92.8,0.74,14,0,128.42,0
10956,57,8,594.29,74.29,0.56,20,0,154.41,0
