CustomerID,Recency,Frequency,Monetary,AvgOrderValue,ItemDiversity,PurchaseHour,RepeatPurchase,add_to_cart_order,days_since_prior_order
10512,108,7,560.7,80.1,0.32,19,0,5,21
10513,50,8,204.8,25.6,0.28,11,0,5,14
10514,5,8,163.92,20.49,0.25,16,1,5,11
10515,43,6,320.15,53.36,0.16,18,0,12,3
10516,19,5,518.2,103.64,0.22,21,1,14,23
10517,18,5,598.09,119.62,0.24,11,1,11,21
10518,45,6,662.39,110.4,0.43,14,1,12,1
10519,26,3,129.46,43.15,0.09,19,0,4,20
10520,28,3,82.13,27.38,0.23,13,0,13,29
10521,57,3,340.43,113.48,0.49,10,0,13,29
10522,24,6,507.6,84.6,0.27,9,1,13,20
10523,56,2,237.03,118.52,0.39,15,0,11,6
10524,15,7,567.97,81.14,0.05,15,1,3,16
10525,63,4,454.84,113.71,0.13,20,0,8,12
10526,41,6,574.49,95.75,0.54,11,1,7,20
10527,72,4,420.09,105.02,0.27,10,0,12,25
10528,19,6,168.06,28.01,0.26,19,1,8,5
10529,26,6,647.12,107.85,0.09,21,0,1,7
10530,15,5,437.47,87.49,0.31,20,1,7,1
10531,43,9,352.18,39.13,0.34,10,1,3,6
10532,15,13,272.64,20.97,0.17,18,1,5,28
10533,42,5,378.43,75.69,0.09,19,1,1,14
10534,1,6,531.51,88.58,0.31,10,1,9,16
10535,45,9,666.54,74.06,0.4,9,0,5,9
10536,106,6,713.39,118.9,0.31,11,0,14,5
10537,14,3,227.43,75.81,0.37,15,1,11,18
10538,3,5,489.7,97.94,0.15,14,1,12,0
10539,31,6,204.31,34.05,0.63,16,1,13,17
10540,17,5,99.5,19.9,0.3,8,0,5,4
10541,34,4,425.65,106.41,0.13,18,0,5,5
10542,13,6,665.01,110.84,0.21,15,1,2,2
10543,8,7,304.96,43.57,0.51,15,1,4,6
10544,61,4,94.39,23.6,0.05,13,0,2,25
10545,16,5,185.85,37.17,0.26,18,0,4,20
10546,7,5,448.78,89.76,0.16,17,1,11,5
10547,10,8,219.31,27.41,0.1,20,1,4,28
10548,24,6,98.92,16.49,0.61,14,1,8,17
10549,43,9,648.67,72.07,0.29,21,1,7,14
10550,4,3,90.48,30.16,0.21,20,1,13,26
10551,8,7,720.71,102.96,0.59,20,1,6,27
10552,13,6,611.44,101.91,0.49,11,1,5,17
10553,34,5,291.02,58.2,0.49,12,0,10,26
10554,86,7,498.53,71.22,0.11,19,0,4,23
10555,24,7,120.95,17.28,0.19,16,1,8,25
10556,36,6,308.47,51.41,0.1,8,1,1,25
10557,1,9,638.99,71.0,0.15,11,1,11,6
10558,38,9,187.3,20.81,0.19,15,0,5,23
10559,63,9,298.3,33.14,0.23,18,0,11,8
10560,53,2,95.47,47.74,0.18,13,0,3,15
10561,8,4,448.14,112.04,0.17,9,0,12,4
10562,114,8,561.22,70.15,0.19,15,0,1,15
10563,70,8,725.25,90.66,0.18,14,0,5,21
10564,15,10,947.34,94.73,0.21,16,1,8,15
10565,68,10,358.8,35.88,0.32,13,0,10,4
10566,56,8,461.16,57.64,0.14,9,0,7,13
10567,42,9,1050.44,116.72,0.16,10,1,5,1
10568,28,8,878.2,109.78,0.24,13,1,5,20
10569,4,3,221.36,73.79,0.18,13,0,9,5
10570,12,6,121.81,20.3,0.05,8,0,10,11
10571,47,3,71.79,23.93,0.39,17,0,7,3
10572,23,5,567.15,113.43,0.56,19,0,12,25
10573,17,9,661.32,73.48,0.4,12,1,3,12
10574,102,4,143.95,35.99,0.34,18,0,10,28
10575,21,7,712.07,101.72,0.46,8,1,7,7
10576,11,7,472.11,67.44,0.41,12,1,14,18
10577,4,6,310.92,51.82,0.17,10,1,8,24
10578,1,6,221.53,36.92,0.29,16,1,12,24
10579,110,8,277.43,34.68,0.38,15,0,1,18
10580,2,6,566.1,94.35,0.09,11,1,7,15
10581,7,7,518.98,74.14,0.52,15,1,9,0
10582,9,7,315.16,45.02,0.09,13,1,5,24
10583,72,5,577.82,115.56,0.39,19,0,10,23
10584,58,10,1036.25,103.62,0.34,8,0,4,5
10585,34,5,511.35,102.27,0.3,8,0,12,23
10586,17,9,842.0,93.56,0.25,13,1,2,24
10587,30,8,898.1,112.26,0.11,13,1,7,13
10588,9,3,263.99,88.0,0.23,11,0,3,15
10589,4,7,448.41,64.06,0.12,12,0,13,21
10590,17,5,97.68,19.54,0.25,21,0,2,11
10591,37,6,150.19,25.03,0.26,19,0,8,17
10592,1,9,431.03,47.89,0.17,14,1,3,0
10593,25,2,65.37,32.68,0.08,19,0,10,4
10594,9,3,226.16,75.39,0.09,13,1,9,16
10595,23,8,146.35,18.29,0.27,14,1,1,10
10596,16,5,465.97,93.19,0.24,15,1,4,12
10597,41,6,556.25,92.71,0.49,11,0,12,29
10598,12,5,448.95,89.79,0.57,12,1,11,11
10599,19,7,627.9,89.7,0.21,12,1,3,6
10600,1,7,513.62,73.37,0.4,17,1,3,2
10601,69,7,498.96,71.28,0.05,17,0,7,15
10602,43,3,300.64,100.21,0.41,21,0,5,28
10603,15,5,521.15,104.23,0.32,20,1,8,9
10604,20,5,171.45,34.29,0.22,20,0,4,29
10605,16,8,717.29,89.66,0.49,10,1,7,12
10606,3,8,265.01,33.13,0.57,10,0,6,25
10607,48,9,539.98,60.0,0.22,11,1,14,21
10608,63,8,277.94,34.74,0.18,19,0,6,17
10609,27,8,681.51,85.19,0.25,17,1,2,7
10610,21,7,558.23,79.75,0.3,18,1,6,7
10611,44,6,290.12,48.35,0.59,18,0,3,3
10612,32,11,892.51,81.14,0.54,11,1,8,17
10613,53,6,265.85,44.31,0.32,19,0,9,0
10614,12,2,230.07,115.04,0.26,19,0,13,9
10615,25,8,576.49,72.06,0.3,14,1,4,3
10616,13,2,122.04,61.02,0.2,13,1,8,2
10617,12,8,178.92,22.36,0.36,16,0,8,12
10618,13,7,615.52,87.93,0.08,16,1,14,10
10619,4,7,412.53,58.93,0.38,17,1,14,21
10620,1,5,139.6,27.92,0.32,20,1,7,17
10621,25,3,224.16,74.72,0.26,21,0,5,20
10622,20,8,748.96,93.62,0.19,10,1,5,27
10623,14,4,154.1,38.52,0.07,8,1,13,13
10624,22,9,671.85,74.65,0.45,12,1,14,21
10625,18,5,557.69,111.54,0.18,11,0,2,15
10626,264,7,326.33,46.62,0.28,10,0,1,20
10627,13,5,557.83,111.57,0.15,16,1,13,7
10628,14,9,530.26,58.92,0.3,8,1,9,9
10629,7,9,193.29,21.48,0.06,8,1,9,24
10630,1,4,177.11,44.28,0.31,8,0,10,2
10631,42,4,310.58,77.64,0.2,12,0,14,7
10632,12,7,414.34,59.19,0.54,13,1,13,0
10633,26,7,352.27,50.32,0.13,17,1,8,20
10634,7,8,388.33,48.54,0.39,10,1,1,22
10635,31,3,354.08,118.03,0.05,14,1,8,16
10636,29,5,76.9,15.38,0.12,16,0,12,11
10637,19,6,267.56,44.59,0.16,13,0,6,14
10638,21,9,768.29,85.37,0.44,19,1,3,27
10639,26,5,540.88,108.18,0.51,8,1,12,1
10640,5,10,643.71,64.37,0.22,11,1,10,0
10641,225,7,277.26,39.61,0.21,19,0,3,6
10642,39,10,1087.98,108.8,0.26,19,0,5,17
10643,2,5,451.76,90.35,0.16,13,1,7,14
10644,6,4,226.75,56.69,0.37,19,1,3,11
10645,6,7,311.57,44.51,0.25,11,1,4,6
10646,54,3,120.57,40.19,0.34,14,0,2,8
10647,43,6,100.67,16.78,0.15,10,0,5,27
10648,16,7,703.39,100.48,0.34,18,1,3,19
10649,2,3,312.39,104.13,0.31,13,1,5,17
10650,10,8,477.75,59.72,0.35,18,0,2,26
10651,7,4,446.29,111.57,0.06,13,1,3,6
10652,30,6,459.54,76.59,0.29,10,1,4,24
10653,42,7,452.81,64.69,0.26,10,1,10,21
10654,26,4,208.91,52.23,0.16,12,0,6,14
10655,4,6,130.31,21.72,0.19,15,1,3,17
10656,63,4,381.12,95.28,0.34,21,0,10,8
10657,33,6,408.84,68.14,0.15,9,0,14,2
10658,53,5,446.68,89.34,0.32,21,0,9,13
10659,30,6,400.01,66.67,0.45,10,1,1,10
10660,2,9,724.31,80.48,0.11,21,1,7,5
10661,60,7,237.52,33.93,0.26,19,1,10,19
10662,48,8,699.62,87.45,0.44,16,1,8,26
10663,8,5,329.92,65.98,0.22,14,1,2,14
10664,56,4,374.58,93.64,0.08,15,0,12,25
10665,17,14,1180.94,84.35,0.19,21,1,1,13
10666,33,4,423.38,105.84,0.2,17,0,8,26
10667,47,12,1162.67,96.89,0.1,12,1,4,8
10668,19,8,924.2,115.52,0.33,15,1,8,15
10669,3,5,530.41,106.08,0.59,8,1,7,2
10670,18,11,363.61,33.06,0.33,11,1,14,29
10671,96,6,640.24,106.71,0.2,21,0,8,20
10672,113,3,343.63,114.54,0.27,20,0,11,0
10673,25,6,373.29,62.22,0.44,17,1,3,27
10674,67,2,175.53,87.76,0.23,11,0,12,21
10675,12,4,169.05,42.26,0.33,12,1,14,12
10676,13,5,254.6,50.92,0.29,18,1,10,25
10677,4,4,385.81,96.45,0.87,21,1,5,22
10678,51,6,310.06,51.68,0.14,12,0,10,12
10679,27,8,812.32,101.54,0.39,9,1,2,15
10680,70,8,158.84,19.86,0.2,13,0,7,25
10681,28,5,153.71,30.74,0.43,16,0,14,17
10682,45,5,574.87,114.97,0.35,11,1,10,1
10683,21,5,104.94,20.99,0.27,13,0,11,7
10684,39,5,399.99,80.0,0.05,11,1,8,17
10685,55,2,110.16,55.08,0.2,12,0,10,27
10686,33,3,238.9,79.63,0.34,20,1,11,2
10687,26,4,200.37,50.09,0.18,21,0,9,27
10688,21,6,345.19,57.53,0.57,11,1,3,23
10689,28,4,456.91,114.23,0.5,15,0,9,22
10690,16,8,389.39,48.67,0.41,8,0,1,4
10691,38,5,128.42,25.68,0.37,16,1,5,15
10692,6,9,1063.67,118.19,0.34,12,1,9,25
10693,16,4,428.38,107.1,0.49,13,1,10,20
10694,3,5,271.64,54.33,0.13,12,1,4,25
10695,9,8,557.92,69.74,0.15,20,1,3,15
10696,6,5,322.55,64.51,0.13,12,1,4,13
10697,1,7,464.81,66.4,0.41,13,1,13,12
10698,9,7,379.13,54.16,0.51,9,1,7,0
10699,8,7,341.68,48.81,0.19,14,1,9,8
10700,8,3,341.29,113.76,0.42,18,0,9,10
10701,5,8,655.71,81.96,0.19,19,1,9,21
10702,1,9,931.14,103.46,0.1,18,1,9,14
10703,83,4,144.17,36.04,0.37,10,0,10,14
10704,11,7,298.66,42.67,0.46,17,1,5,27
10705,75,8,321.01,40.13,0.16,20,0,1,7
10706,26,5,333.81,66.76,0.14,11,1,9,25
10707,31,6,313.98,52.33,0.08,14,0,7,20
10708,36,6,108.15,18.03,0.23,19,0,13,5
10709,1,3,225.64,75.21,0.42,19,1,8,13
10710,29,7,125.48,17.93,0.3,20,0,13,0
10711,5,5,588.91,117.78,0.09,14,1,3,7
10712,143,4,396.7,99.18,0.15,16,0,12,24
10713,15,6,466.94,77.82,0.35,16,1,13,12
10714,47,9,235.2,26.13,0.14,8,0,1,24
10715,194,4,81.77,20.44,0.42,9,0,14,4
10716,10,4,304.69,76.17,0.15,15,1,12,15
10717,138,6,697.67,116.28,0.46,18,0,6,20
10718,54,9,292.3,32.48,0.54,17,1,3,12
10719,8,3,146.79,48.93,0.62,10,0,10,2
10720,1,5,76.95,15.39,0.27,12,1,6,25
10721,28,3,198.31,66.1,0.23,18,0,5,14
10722,14,5,508.36,101.67,0.46,12,1,6,27
10723,26,8,701.17,87.65,0.18,20,0,6,27
10724,8,6,104.92,17.49,0.23,9,1,14,13
10725,21,5,538.74,107.75,0.05,20,0,8,15
10726,1,9,1032.25,114.69,0.27,20,1,7,3
10727,27,5,457.22,91.44,0.41,14,1,9,2
10728,24,8,271.22,33.9,0.05,20,0,1,29
10729,62,6,179.92,29.99,0.39,18,0,7,4
10730,4,7,327.32,46.76,0.55,9,1,8,1
10731,13,5,442.6,88.52,0.12,21,0,9,15
10732,14,5,557.44,111.49,0.3,20,1,6,19
10733,16,6,292.71,48.78,0.07,8,1,4,21
10734,6,3,245.33,81.78,0.52,17,0,7,25
10735,57,7,448.05,64.01,0.34,14,0,9,4
10736,28,4,241.81,60.45,0.65,15,0,3,20
10737,13,5,215.66,43.13,0.47,16,1,1,17
10738,31,11,478.86,43.53,0.41,10,1,9,0
10739,17,6,366.01,61.0,0.23,9,1,4,7
10740,20,8,836.18,104.52,0.31,10,1,9,8
10741,75,6,448.82,74.8,0.11,8,0,1,22
10742,43,7,119.85,17.12,0.07,16,0,7,13
10743,9,2,108.24,54.12,0.2,19,1,4,22
10744,3,8,916.7,114.59,0.06,15,1,11,26
10745,11,4,288.09,72.02,0.31,9,0,3,21
10746,30,11,332.64,30.24,0.28,13,1,14,28
10747,40,9,622.33,69.15,0.38,12,1,2,7
10748,27,5,501.19,100.24,0.4,14,1,6,3
10749,46,8,456.02,57.0,0.55,17,1,10,29
10750,28,9,634.36,70.48,0.16,16,0,4,20
10751,16,4,230.8,57.7,0.14,15,0,7,18
10752,61,5,222.46,44.49,0.22,12,0,4,12
10753,4,6,428.26,71.38,0.17,10,1,10,16
10754,9,7,787.31,112.47,0.33,20,1,1,10
10755,7,6,220.64,36.77,0.08,13,0,3,17
10756,3,8,199.47,24.93,0.31,12,1,14,21
10757,33,8,223.17,27.9,0.05,9,0,12,23
10758,5,8,161.06,20.13,0.23,13,1,5,4
10759,81,6,233.18,38.86,0.19,14,0,13,12
10760,7,5,175.93,35.19,0.66,10,0,13,1
10761,52,3,78.16,26.05,0.34,15,0,5,3
10762,20,7,366.93,52.42,0.2,9,0,3,7
10763,7,10,282.0,28.2,0.21,12,1,12,19
10764,109,7,156.09,22.3,0.47,14,0,12,5
10765,45,6,181.17,30.19,0.35,18,1,14,24
10766,38,6,356.58,59.43,0.23,16,1,1,22
10767,34,3,104.33,34.78,0.35,21,1,1,16
10768,49,4,141.42,35.35,0.48,10,1,3,1
10769,30,6,295.0,49.17,0.29,12,1,8,26
10770,16,5,171.35,34.27,0.26,16,0,2,16
10771,25,5,495.16,99.03,0.08,8,0,14,8
10772,40,11,760.21,69.11,0.12,12,1,1,26
10773,34,5,231.78,46.36,0.09,16,0,13,18
10774,42,11,924.75,84.07,0.36,9,1,1,28
10775,4,9,309.19,34.35,0.09,8,1,12,11
10776,69,5,332.43,66.49,0.11,18,0,10,20
10777,13,5,578.19,115.64,0.29,19,1,4,26
10778,31,7,619.28,88.47,0.24,16,0,3,16
10779,44,8,372.23,46.53,0.42,20,0,2,15
10780,30,8,935.54,116.94,0.09,15,1,13,28
10781,9,7,147.87,21.12,0.17,10,0,3,7
10782,3,3,116.82,38.94,0.15,14,1,6,12
10783,27,9,763.38,84.82,0.11,17,1,2,5
10784,2,6,109.54,18.26,0.22,12,1,10,17
10785,86,4,64.68,16.17,0.31,9,0,6,22
10786,21,4,102.76,25.69,0.13,12,0,12,8
10787,39,6,225.37,37.56,0.36,17,1,9,16
10788,67,9,1054.46,117.16,0.55,9,0,14,7
10789,65,5,369.02,73.8,0.43,19,0,3,4
10790,9,4,161.69,40.42,0.16,17,1,3,26
10791,11,3,289.47,96.49,0.46,16,1,13,11
10792,25,9,511.19,56.8,0.26,13,1,10,24
10793,5,8,645.77,80.72,0.25,14,1,1,14
10794,24,3,120.95,40.32,0.09,18,1,6,24
10795,34,3,214.19,71.4,0.2,18,0,4,12
10796,24,10,723.18,72.32,0.05,14,0,9,1
10797,58,8,326.97,40.87,0.21,17,0,1,23
10798,8,8,346.29,43.29,0.1,14,1,8,18
10799,18,10,1042.2,104.22,0.5,20,1,2,20
10800,11,5,433.34,86.67,0.05,15,1,8,12
10801,3,6,506.48,84.41,0.23,20,1,12,18
10802,7,5,321.52,64.3,0.24,14,1,8,22
10803,11,6,419.96,69.99,0.12,19,0,8,26
10804,13,8,854.16,106.77,0.09,13,1,5,10
10805,26,5,224.33,44.87,0.23,19,1,10,29
10806,86,4,169.04,42.26,0.13,14,0,12,6
10807,12,9,211.36,23.48,0.11,12,1,9,2
10808,41,7,390.96,55.85,0.5,16,1,4,28
10809,14,4,225.61,56.4,0.42,11,0,6,25
10810,9,3,227.42,75.81,0.24,15,0,11,26
10811,88,3,238.54,79.51,0.18,18,0,8,1
10812,28,4,416.68,104.17,0.39,19,0,11,7
10813,7,9,157.4,17.49,0.06,14,1,5,1
10814,1,3,171.62,57.21,0.31,9,1,3,26
10815,6,4,132.9,33.22,0.21,13,1,4,12
10816,62,10,368.95,36.89,0.38,12,1,2,3
10817,7,6,569.74,94.96,0.32,20,1,8,25
10818,15,3,118.48,39.49,0.25,20,1,4,5
10819,13,4,427.96,106.99,0.25,8,1,6,13
10820,47,6,181.45,30.24,0.26,13,1,13,5
10821,62,7,768.2,109.74,0.12,9,1,10,14
10822,6,9,426.32,47.37,0.22,8,0,9,24
10823,15,4,78.99,19.75,0.51,9,0,14,8
10824,35,6,690.35,115.06,0.21,8,0,3,24
10825,146,11,1032.06,93.82,0.41,20,0,12,13
10826,17,4,402.17,100.54,0.23,8,1,3,19
10827,25,9,709.95,78.88,0.18,15,1,5,18
10828,2,7,300.47,42.92,0.07,21,1,2,16
10829,33,4,397.24,99.31,0.43,16,0,4,3
10830,17,4,346.05,86.51,0.35,8,1,8,23
10831,115,5,421.5,84.3,0.25,19,0,7,19
10832,1,5,500.71,100.14,0.22,18,0,6,24
10833,11,6,124.08,20.68,0.2,13,1,13,1
10834,16,6,452.71,75.45,0.16,20,1,11,7
10835,9,7,234.17,33.45,0.39,21,1,14,14
10836,53,6,280.02,46.67,0.37,8,0,7,9
10837,29,6,611.67,101.94,0.16,9,0,14,23
10838,4,9,411.73,45.75,0.05,11,1,10,18
10839,8,5,478.82,95.76,0.15,10,1,3,14
10840,64,3,302.68,100.89,0.3,8,0,6,13
10841,46,7,658.98,94.14,0.25,21,1,11,27
10842,84,4,319.87,79.97,0.24,8,0,8,8
10843,5,7,520.09,74.3,0.75,14,1,7,12
10844,14,5,488.93,97.79,0.45,16,1,9,4
10845,25,4,379.46,94.86,0.3,21,0,3,28
10846,100,7,137.9,19.7,0.25,10,0,7,3
10847,86,9,416.02,46.22,0.14,11,0,1,11
10848,29,9,348.57,38.73,0.12,19,1,6,22
10849,30,9,435.43,48.38,0.13,15,0,12,5
10850,79,4,242.36,60.59,0.28,14,0,4,8
10851,39,8,278.12,34.76,0.18,8,1,2,3
10852,6,6,640.38,106.73,0.1,21,1,4,9
10853,12,5,477.61,95.52,0.23,11,1,5,26
10854,46,2,52.46,26.23,0.3,19,0,10,22
10855,28,4,428.1,107.02,0.16,16,1,8,16
10856,19,7,655.13,93.59,0.45,19,0,8,18
10857,24,8,163.3,20.41,0.13,21,1,8,18
10858,25,7,502.53,71.79,0.4,8,1,11,20
10859,12,4,153.98,38.49,0.52,8,0,4,2
10860,12,4,140.73,35.18,0.6,8,1,3,7
10861,16,7,692.42,98.92,0.24,18,0,13,7
10862,99,7,600.7,85.81,0.49,13,0,11,16
10863,10,6,200.17,33.36,0.73,17,1,8,1
10864,48,2,168.88,84.44,0.22,20,0,5,3
10865,2,6,383.77,63.96,0.1,21,1,7,17
10866,11,3,173.53,57.84,0.32,21,1,3,18
10867,101,4,228.13,57.03,0.05,21,0,11,27
10868,83,6,672.59,112.1,0.45,14,0,10,23
10869,18,4,399.39,99.85,0.47,11,1,2,23
10870,8,3,81.09,27.03,0.11,21,1,9,9
10871,146,8,675.15,84.39,0.12,18,0,8,6
10872,94,3,140.84,46.95,0.38,19,0,10,13
10873,10,7,171.71,24.53,0.33,11,1,6,8
10874,5,7,738.22,105.46,0.54,12,1,5,20
10875,30,11,610.54,55.5,0.24,18,1,9,15
10876,65,5,272.69,54.54,0.33,10,0,8,6
10877,51,12,548.22,45.68,0.59,10,1,3,4
10878,22,6,153.31,25.55,0.16,12,0,1,17
10879,35,9,251.4,27.93,0.22,12,1,2,11
10880,10,4,263.88,65.97,0.14,16,0,2,21
10881,4,3,345.2,115.07,0.4,13,1,12,10
10882,83,6,705.27,117.54,0.31,21,1,3,25
10883,8,4,169.9,42.48,0.4,8,0,11,19
10884,49,6,113.73,18.96,0.7,17,0,2,21
10885,16,7,555.59,79.37,0.36,10,1,5,25
10886,12,4,71.87,17.97,0.46,9,1,7,3
10887,9,7,789.98,112.85,0.35,8,1,11,24
10888,4,7,765.83,109.4,0.33,8,1,6,27
10889,13,5,457.0,91.4,0.17,11,1,5,1
10890,25,7,683.52,97.65,0.26,14,1,11,16
10891,18,3,340.99,113.66,0.23,12,1,5,12
10892,12,1,118.93,118.93,0.19,12,0,6,19
10893,5,9,968.31,107.59,0.26,21,1,11,29
10894,37,6,347.29,57.88,0.4,17,1,2,14
10895,1,9,293.63,32.63,0.1,10,1,8,5
10896,19,7,139.79,19.97,0.29,8,1,13,18
10897,8,4,346.18,86.54,0.29,10,1,11,5
10898,9,6,364.82,60.8,0.58,21,1,10,16
10899,13,6,174.29,29.05,0.09,13,1,4,26
10900,10,4,241.55,60.39,0.11,20,1,8,19
10901,21,9,340.18,37.8,0.25,19,1,9,12
10902,2,2,40.03,20.02,0.29,10,0,14,9
10903,19,7,278.54,39.79,0.05,20,1,14,24
10904,20,3,165.69,55.23,0.46,13,1,14,28
10905,62,9,673.59,74.84,0.28,21,0,9,0
10906,37,9,553.28,61.48,0.3,10,1,8,25
10907,8,3,159.43,53.14,0.47,18,1,9,17
10908,9,9,611.45,67.94,0.41,15,1,8,17
10909,3,6,684.72,114.12,0.18,19,1,2,13
10910,4,4,78.71,19.68,0.4,12,1,14,16
10911,24,9,543.75,60.42,0.27,15,1,6,29
10912,49,6,449.64,74.94,0.24,21,0,9,29
10913,54,4,205.76,51.44,0.14,18,0,6,7
10914,19,8,577.32,72.17,0.14,9,1,9,26
10915,4,6,262.48,43.75,0.41,21,1,8,25
10916,28,6,583.51,97.25,0.05,13,0,5,27
10917,1,3,250.47,83.49,0.22,21,0,2,0
10918,35,9,895.22,99.47,0.43,10,1,7,15
10919,2,7,228.93,32.7,0.08,8,1,10,2
10920,67,9,994.26,110.47,0.11,8,1,7,28
10921,14,9,605.96,67.33,0.3,15,1,1,1
10922,4,6,420.73,70.12,0.05,20,1,3,7
10923,5,7,470.6,67.23,0.34,16,1,7,25
10924,211,8,411.35,51.42,0.2,19,0,9,2
10925,53,11,622.39,56.58,0.44,20,0,7,29
10926,23,9,926.76,102.97,0.18,16,1,6,2
10927,28,5,302.85,60.57,0.19,12,1,6,27
10928,15,3,228.45,76.15,0.26,19,1,5,0
10929,35,4,282.75,70.69,0.29,16,0,5,18
10930,16,7,371.86,53.12,0.24,17,1,9,27
10931,26,6,288.39,48.06,0.53,17,0,10,5
10932,79,5,299.33,59.87,0.31,10,0,9,4
10933,5,3,328.01,109.34,0.71,15,1,11,17
10934,78,7,647.45,92.49,0.41,19,0,9,8
10935,23,2,52.08,26.04,0.14,14,0,12,14
10936,29,5,85.14,17.03,0.11,14,0,3,24
10937,29,5,484.9,96.98,0.23,12,1,10,14
10938,2,6,622.55,103.76,0.38,17,1,7,3
10939,43,6,154.32,25.72,0.15,16,0,5,2
10940,17,6,137.31,22.88,0.51,17,0,2,7
10941,123,7,599.65,85.66,0.19,20,0,6,17
10942,54,4,274.49,68.62,0.26,10,0,10,28
10943,12,7,692.83,98.98,0.27,17,1,14,20
10944,14,10,199.52,19.95,0.26,10,0,2,21
10945,1,8,395.27,49.41,0.4,10,0,10,26
10946,29,9,801.83,89.09,0.26,16,1,4,19
10947,24,5,136.95,27.39,0.12,9,0,9,19
10948,23,5,359.65,71.93,0.6,20,1,12,17
10949,38,7,575.71,82.24,0.11,11,1,14,13
10950,9,5,416.0,83.2,0.29,20,0,5,19
10951,13,10,931.27,93.13,0.32,11,1,5,13
10952,15,9,691.54,76.84,0.05,12,1,7,23
10953,123,9,200.35,22.26,0.23,19,0,6,9
10954,4,7,127.54,18.22,0.23,14,1,3,16
10955,14,8,436.83,54.6,0.43,13,1,6,20
10956,97,6,379.26,63.21,0.61,16,0,7,28
10957,11,8,290.42,36.3,0.32,12,1,10,25
10958,9,6,584.14,97.36,0.2,9,1,7,11
10959,6,8,199.33,24.92,0.13,21,1,2,10
10960,20,4,477.77,119.44,0.15,8,1,10,21
10961,10,7,429.04,61.29,0.29,13,1,10,28
10962,20,5,477.48,95.5,0.42,8,1,5,3
10963,6,3,293.82,97.94,0.26,15,0,5,25
10964,23,5,469.27,93.85,0.35,14,0,12,11
10965,90,8,894.64,111.83,0.77,18,0,2,28
10966,10,4,347.7,86.92,0.08,8,1,12,4
10967,18,10,1089.24,108.92,0.28,16,1,1,28
10968,44,8,853.56,106.7,0.34,20,1,13,12
10969,26,4,403.44,100.86,0.32,17,1,10,20
10970,15,4,319.81,79.95,0.05,20,1,11,4
10971,32,8,823.16,102.9,0.18,15,1,6,17
10972,54,4,464.76,116.19,0.23,11,0,9,6
10973,57,3,315.94,105.31,0.06,20,0,10,6
10974,2,6,532.08,88.68,0.38,20,1,7,1
10975,71,10,617.61,61.76,0.34,16,0,6,20
10976,17,7,516.45,73.78,0.19,21,1,2,29
10977,63,9,375.85,41.76,0.21,12,0,1,24
10978,5,6,436.73,72.79,0.31,11,1,5,7
10979,66,12,1433.09,119.42,0.28,10,0,1,20
10980,9,6,718.07,119.68,0.43,19,1,3,3
10981,23,3,306.09,102.03,0.21,10,1,13,0
10982,4,6,206.64,34.44,0.25,13,1,4,9
10983,36,10,438.71,43.87,0.15,21,0,1,27
10984,44,9,224.6,24.96,0.34,20,1,11,29
10985,89,5,362.55,72.51,0.64,18,0,6,13
10986,37,5,556.2,111.24,0.29,19,0,14,27
10987,4,6,468.65,78.11,0.55,17,1,11,6
10988,38,6,540.85,90.14,0.22,17,1,8,29
10989,10,12,1038.81,86.57,0.22,13,1,11,14
10990,77,7,474.97,67.85,0.62,14,0,9,2
10991,49,7,203.49,29.07,0.18,10,0,10,18
10992,7,5,224.49,44.9,0.07,11,1,10,25
10993,48,5,441.22,88.24,0.16,10,0,10,21
10994,23,3,113.8,37.93,0.08,8,0,10,21
10995,45,2,185.18,92.59,0.15,10,0,5,4
10996,34,7,815.41,116.49,0.26,19,1,12,29
10997,56,7,208.05,29.72,0.29,19,0,10,10
10998,28,6,393.74,65.62,0.23,13,1,8,4
10999,7,9,1008.88,112.1,0.12,20,1,10,9
11000,37,3,178.49,59.5,0.52,17,0,7,5
11001,57,7,316.24,45.18,0.46,14,0,5,18
11002,57,7,329.82,47.12,0.67,13,0,9,2
11003,2,4,445.66,111.42,0.16,21,0,1,14
11004,76,7,201.24,28.75,0.39,19,0,1,7
11005,17,5,198.02,39.6,0.1,9,0,10,12
11006,24,4,218.68,54.67,0.09,15,1,12,4
11007,19,5,432.27,86.45,0.23,15,0,8,1
11008,3,2,97.65,48.82,0.55,18,0,9,1
11009,1,8,882.88,110.36,0.18,13,1,1,5
11010,51,4,295.64,73.91,0.36,20,0,13,22
11011,23,6,492.49,82.08,0.66,17,0,1,11
11012,14,7,788.1,112.59,0.45,16,0,7,15
11013,17,5,359.72,71.94,0.09,17,1,2,28
11014,48,6,172.63,28.77,0.39,11,1,1,27
11015,10,5,584.78,116.96,0.38,12,1,3,12
11016,6,5,371.26,74.25,0.05,11,0,12,23
11017,16,2,143.04,71.52,0.21,13,1,14,9
11018,5,5,391.71,78.34,0.05,11,1,6,19
11019,9,8,572.6,71.58,0.09,21,1,7,20
11020,4,7,706.24,100.89,0.42,11,1,6,23
11021,136,6,350.28,58.38,0.38,17,0,6,12
11022,7,9,1065.2,118.36,0.41,9,1,6,29
11023,4,4,200.55,50.14,0.32,12,1,9,18
11024,34,9,319.47,35.5,0.05,11,0,3,16
11025,16,4,322.32,80.58,0.25,18,1,7,1
11026,1,5,455.66,91.13,0.46,17,1,5,26
