order_id,Recency,Frequency,Monetary,AvgOrderValue,ItemDiversity,PurchaseHour,reorder_status,review_score,freight_value
10478,43,5,483.24,96.65,0.09,11,0,4,29.14
10479,8,8,607.85,75.98,0.3,20,1,5,26.17
10480,3,2,114.63,57.32,0.18,21,0,5,8.52
10481,32,5,167.53,33.51,0.56,17,0,4,20.83
10482,40,7,639.52,91.36,0.6,10,0,4,11.26
10483,35,3,76.4,25.47,0.18,13,0,5,27.26
10484,2,8,319.78,39.97,0.39,16,1,3,29.68
10485,11,8,710.1,88.76,0.08,11,1,4,9.85
10486,18,7,133.65,19.09,0.36,11,0,4,37.65
10487,11,8,568.65,71.08,0.52,17,1,1,39.11
10488,50,5,146.32,29.26,0.26,15,0,4,10.4
10489,5,12,961.08,80.09,0.23,8,1,4,13.49
10490,29,8,901.5,112.69,0.13,21,1,2,12.54
10491,134,5,296.83,59.37,0.25,12,0,3,23.76
10492,70,5,109.94,21.99,0.05,15,0,5,39.48
10493,8,9,163.86,18.21,0.36,12,1,4,15.65
10494,1,3,340.92,113.64,0.43,18,1,5,21.41
10495,119,4,256.76,64.19,0.06,10,0,2,12.62
10496,65,6,661.02,110.17,0.28,11,1,5,24.35
10497,76,5,291.14,58.23,0.16,19,0,5,17.01
10498,17,4,188.92,47.23,0.46,15,1,4,28.76
10499,41,7,307.16,43.88,0.11,15,1,4,22.71
10500,8,6,411.35,68.56,0.16,21,1,4,39.3
10501,15,3,280.71,93.57,0.08,8,0,4,9.0
10502,58,6,469.96,78.33,0.46,21,0,4,5.18
10503,5,6,481.57,80.26,0.11,13,1,4,30.18
10504,68,5,151.23,30.25,0.39,18,0,5,37.42
10505,21,3,232.13,77.38,0.37,15,0,3,36.05
10506,17,5,188.76,37.75,0.18,8,1,4,15.42
10507,11,6,585.27,97.54,0.34,11,1,5,6.42
10508,75,7,245.49,35.07,0.17,10,0,2,13.75
10509,22,4,185.89,46.47,0.05,18,0,5,27.58
10510,49,5,123.52,24.7,0.22,9,1,5,28.6
10511,59,5,550.04,110.01,0.22,10,0,5,40.3
10512,77,6,236.05,39.34,0.14,16,0,3,29.79
10513,11,8,198.1,24.76,0.44,9,0,4,43.66
10514,13,6,255.58,42.6,0.25,21,0,5,25.54
10515,28,7,394.34,56.33,0.23,18,0,5,32.79
10516,18,6,207.63,34.6,0.15,8,1,5,28.84
10517,82,4,257.98,64.5,0.18,17,0,5,18.83
10518,16,3,355.55,118.52,0.09,10,1,3,22.27
10519,20,5,580.7,116.14,0.18,18,1,4,39.41
10520,29,6,194.6,32.43,0.18,17,1,5,41.94
10521,16,9,827.2,91.91,0.39,13,1,2,40.83
10522,147,4,157.6,39.4,0.43,19,0,4,9.59
10523,4,2,230.61,115.3,0.33,13,1,5,41.35
10524,8,2,117.58,58.79,0.1,19,0,3,27.38
10525,12,6,329.0,54.83,0.12,19,1,5,12.25
10526,5,9,1063.08,118.12,0.2,14,1,4,12.89
10527,11,8,555.42,69.43,0.59,10,1,1,42.8
10528,46,7,229.49,32.78,0.3,13,0,4,42.04
10529,23,3,227.19,75.73,0.25,12,0,4,10.66
10530,2,6,550.64,91.77,0.07,9,1,5,19.82
10531,122,5,442.26,88.45,0.15,15,0,5,33.68
10532,29,7,650.54,92.93,0.08,19,1,5,25.73
10533,2,4,378.72,94.68,0.5,14,1,5,5.94
10534,33,4,455.29,113.82,0.23,10,0,5,6.78
10535,15,5,385.38,77.08,0.24,10,0,4,9.8
10536,5,7,497.07,71.01,0.34,19,1,4,44.89
10537,25,6,593.23,98.87,0.52,21,1,5,11.49
10538,39,11,262.98,23.91,0.12,21,0,5,33.95
10539,34,9,481.62,53.51,0.19,10,1,5,42.74
10540,9,13,1042.91,80.22,0.05,10,1,4,15.23
10541,23,3,173.88,57.96,0.05,11,0,5,13.33
10542,24,5,457.45,91.49,0.39,13,1,3,18.49
10543,38,10,720.96,72.1,0.77,8,1,5,26.16
10544,14,4,370.83,92.71,0.43,18,0,4,33.72
10545,48,7,681.46,97.35,0.35,20,1,5,37.77
10546,30,5,341.45,68.29,0.13,21,0,5,35.15
10547,2,9,833.61,92.62,0.08,10,1,4,31.92
10548,24,5,164.8,32.96,0.32,20,0,5,31.63
10549,60,6,324.77,54.13,0.06,10,0,5,13.13
10550,26,4,384.23,96.06,0.28,16,0,5,12.24
10551,6,6,100.95,16.82,0.22,17,0,4,11.72
10552,22,4,166.63,41.66,0.39,13,0,5,5.99
10553,43,8,398.76,49.84,0.16,20,0,5,36.68
10554,4,10,1054.01,105.4,0.13,16,1,5,40.18
10555,51,9,246.32,27.37,0.25,14,1,5,7.92
10556,6,7,271.74,38.82,0.37,18,0,4,36.96
10557,23,2,126.46,63.23,0.12,11,1,5,18.67
10558,15,5,297.28,59.46,0.57,8,1,4,30.96
10559,9,9,546.75,60.75,0.2,20,1,2,30.48
10560,32,8,412.86,51.61,0.19,9,0,5,30.99
10561,2,7,168.05,24.01,0.31,17,1,5,14.72
10562,43,5,311.47,62.29,0.72,12,0,5,34.3
10563,23,4,199.18,49.8,0.24,19,0,1,25.22
10564,63,9,815.44,90.6,0.47,19,1,5,38.41
10565,23,3,352.79,117.6,0.23,19,0,4,6.89
10566,2,4,320.81,80.2,0.34,18,1,2,13.07
10567,5,8,655.22,81.9,0.4,20,1,5,34.96
10568,48,9,184.06,20.45,0.41,9,0,3,38.0
10569,21,5,408.36,81.67,0.5,19,0,3,15.87
10570,18,8,492.55,61.57,0.23,11,1,5,16.51
10571,12,4,110.58,27.64,0.17,21,1,5,7.97
10572,11,5,551.42,110.28,0.17,19,1,5,34.29
10573,102,2,126.24,63.12,0.22,9,0,5,16.89
10574,18,5,571.35,114.27,0.08,9,1,3,10.14
10575,65,5,473.39,94.68,0.65,12,1,5,42.02
10576,32,6,467.03,77.84,0.36,12,1,5,19.73
10577,59,6,692.83,115.47,0.51,9,1,5,9.77
10578,58,4,97.82,24.46,0.11,12,0,4,7.41
10579,94,6,389.25,64.88,0.07,16,0,5,9.71
10580,36,8,563.66,70.46,0.24,14,1,5,15.48
10581,50,2,113.24,56.62,0.23,18,0,5,18.07
10582,40,5,491.66,98.33,0.23,16,1,3,16.85
10583,28,9,403.95,44.88,0.05,9,1,5,41.47
10584,38,6,253.57,42.26,0.36,16,1,4,24.02
10585,38,7,164.31,23.47,0.33,10,0,4,43.27
10586,2,3,280.54,93.51,0.25,17,0,5,8.27
10587,22,7,362.33,51.76,0.21,14,0,5,12.59
10588,48,6,183.92,30.65,0.3,14,1,4,29.07
10589,9,6,425.91,70.98,0.26,8,1,3,17.23
10590,19,5,567.27,113.45,0.28,13,1,5,29.72
10591,18,5,583.48,116.7,0.45,11,1,4,17.45
10592,16,8,331.9,41.49,0.3,9,1,5,10.5
10593,4,3,175.96,58.65,0.33,11,1,1,17.82
10594,23,5,175.63,35.13,0.68,21,0,5,34.33
10595,18,5,334.6,66.92,0.45,15,1,3,14.75
10596,33,4,303.68,75.92,0.34,13,0,5,41.6
10597,24,3,183.53,61.18,0.15,20,0,4,31.22
10598,1,6,403.19,67.2,0.54,21,1,5,7.73
10599,1,10,847.47,84.75,0.09,11,1,5,20.52
10600,37,4,213.29,53.32,0.32,20,0,5,8.65
10601,37,2,197.67,98.84,0.23,15,1,5,44.57
10602,97,5,487.34,97.47,0.38,19,0,4,15.58
10603,63,7,244.21,34.89,0.29,10,0,5,16.64
10604,19,5,304.13,60.83,0.16,16,1,4,5.27
10605,30,4,451.55,112.89,0.1,18,1,5,39.21
10606,19,4,114.89,28.72,0.47,13,0,4,32.56
10607,8,10,189.03,18.9,0.51,10,1,3,9.2
10608,15,7,579.31,82.76,0.47,16,0,4,31.2
10609,4,8,647.95,80.99,0.25,13,1,5,9.11
10610,33,5,332.95,66.59,0.37,18,1,5,8.5
10611,7,4,435.34,108.84,0.23,12,1,5,15.97
10612,20,6,464.9,77.48,0.44,18,0,4,43.41
10613,103,8,643.07,80.38,0.05,9,0,5,7.19
10614,1,8,824.64,103.08,0.6,11,1,2,22.86
10615,5,6,109.79,18.3,0.3,15,1,1,6.64
10616,11,5,453.36,90.67,0.53,20,1,5,6.06
10617,86,6,144.71,24.12,0.73,20,0,4,34.72
10618,72,5,276.27,55.25,0.28,12,0,3,14.59
10619,6,8,549.27,68.66,0.49,8,1,5,36.31
10620,120,5,437.21,87.44,0.16,13,0,5,13.63
10621,42,5,111.26,22.25,0.33,10,0,1,42.75
10622,24,7,685.91,97.99,0.22,16,1,5,30.38
10623,81,7,593.62,84.8,0.06,12,0,3,31.4
10624,64,4,129.39,32.35,0.05,16,0,5,8.25
10625,15,3,244.81,81.6,0.27,13,1,4,9.86
10626,33,10,900.45,90.04,0.27,13,1,3,35.44
10627,32,7,459.51,65.64,0.5,16,0,4,23.57
10628,12,4,244.44,61.11,0.35,17,0,4,15.52
10629,6,9,870.1,96.68,0.5,8,1,5,5.57
10630,19,8,839.67,104.96,0.32,11,1,5,16.1
10631,10,3,48.89,16.3,0.51,11,0,5,22.66
10632,14,6,128.36,21.39,0.32,9,0,5,20.67
10633,93,7,725.39,103.63,0.07,9,0,5,18.92
10634,19,10,1133.5,113.35,0.61,12,1,4,17.33
10635,35,11,670.49,60.95,0.36,20,1,4,27.31
10636,13,6,431.82,71.97,0.05,12,0,5,10.85
10637,165,5,129.08,25.82,0.13,21,0,3,24.78
10638,33,6,273.38,45.56,0.5,21,0,2,26.64
10639,7,4,359.34,89.84,0.36,18,1,4,42.51
10640,4,6,395.24,65.87,0.59,13,0,5,25.48
10641,87,6,602.4,100.4,0.52,9,0,4,30.53
10642,87,4,176.59,44.15,0.44,21,0,1,30.66
10643,30,10,599.46,59.95,0.27,9,1,5,42.33
10644,1,5,501.88,100.38,0.63,17,1,1,10.97
10645,8,6,625.57,104.26,0.21,18,1,4,8.84
10646,49,5,297.86,59.57,0.33,21,0,4,35.81
10647,63,5,315.94,63.19,0.1,10,0,5,14.4
10648,19,7,279.15,39.88,0.31,8,1,5,7.28
10649,14,4,238.72,59.68,0.53,12,0,3,19.66
10650,10,5,336.14,67.23,0.55,15,0,5,34.66
10651,4,7,330.23,47.18,0.29,10,0,5,12.96
10652,4,8,223.5,27.94,0.35,17,1,3,15.88
10653,92,5,265.38,53.08,0.15,9,0,5,29.32
10654,50,4,314.05,78.51,0.19,20,1,5,17.23
10655,6,5,149.84,29.97,0.31,19,1,5,27.49
10656,7,3,310.76,103.59,0.06,12,1,4,42.03
10657,32,6,432.7,72.12,0.41,18,1,3,29.23
10658,44,7,338.03,48.29,0.39,20,1,4,6.97
10659,50,4,263.34,65.83,0.25,18,0,5,30.74
10660,6,3,113.81,37.94,0.23,13,0,4,10.26
10661,125,11,509.16,46.29,0.35,13,0,5,18.93
10662,8,6,210.85,35.14,0.15,15,1,5,19.68
10663,27,9,569.94,63.33,0.12,16,1,2,7.44
10664,27,6,317.3,52.88,0.22,15,1,2,28.35
10665,103,5,257.39,51.48,0.05,10,0,5,11.75
10666,33,4,434.31,108.58,0.55,16,0,5,43.17
10667,27,7,323.03,46.15,0.25,20,1,5,14.19
10668,22,8,288.34,36.04,0.23,17,1,5,10.91
10669,44,3,93.43,31.14,0.66,11,0,4,27.83
10670,4,9,141.99,15.78,0.13,21,1,5,29.97
10671,1,7,339.37,48.48,0.46,15,1,5,21.95
10672,92,6,492.29,82.05,0.28,20,0,4,35.38
10673,21,6,498.46,83.08,0.36,12,1,1,19.06
10674,12,4,476.21,119.05,0.05,16,1,5,35.35
10675,14,7,778.75,111.25,0.07,11,1,5,34.46
10676,49,2,59.93,29.96,0.22,11,0,5,24.21
10677,15,11,1147.63,104.33,0.08,10,1,1,8.76
10678,45,4,98.02,24.5,0.13,18,0,4,43.01
10679,18,4,241.28,60.32,0.18,20,1,2,18.04
10680,56,8,541.89,67.74,0.38,9,0,4,17.84
10681,3,7,799.98,114.28,0.5,11,1,2,29.75
10682,20,6,448.37,74.73,0.22,14,1,3,28.04
10683,19,5,497.24,99.45,0.61,13,0,4,28.56
10684,10,7,819.21,117.03,0.47,18,1,4,14.84
10685,87,10,1015.19,101.52,0.31,11,1,4,13.54
10686,71,10,382.29,38.23,0.4,14,0,5,16.65
10687,18,9,336.58,37.4,0.28,14,1,5,18.77
10688,4,2,98.77,49.38,0.12,10,0,5,8.7
10689,7,7,735.07,105.01,0.39,11,1,4,25.25
10690,10,3,255.62,85.21,0.34,11,1,4,22.75
10691,20,6,355.31,59.22,0.3,10,1,2,38.25
10692,13,7,340.92,48.7,0.25,14,1,3,31.03
10693,45,3,153.41,51.14,0.09,13,0,4,8.69
10694,20,6,480.8,80.13,0.21,12,1,5,5.8
10695,62,7,110.07,15.72,0.3,19,1,5,22.07
10696,165,5,163.08,32.62,0.07,18,0,4,40.73
10697,8,5,496.79,99.36,0.18,14,0,4,39.52
10698,29,3,97.73,32.58,0.24,9,0,3,38.98
10699,57,4,411.51,102.88,0.41,13,0,5,24.0
10700,88,3,146.66,48.89,0.28,14,0,4,19.35
10701,11,7,813.83,116.26,0.19,18,1,4,25.62
10702,39,2,66.74,33.37,0.42,20,1,3,30.09
10703,1,9,174.8,19.42,0.22,17,0,4,14.69
10704,64,3,301.77,100.59,0.25,21,0,3,10.63
10705,2,7,293.41,41.92,0.3,17,1,3,35.5
10706,40,5,138.12,27.62,0.15,14,1,5,5.2
10707,157,12,1302.45,108.54,0.21,12,0,4,37.0
10708,21,4,338.91,84.73,0.19,8,0,4,24.57
10709,8,7,134.69,19.24,0.19,11,1,5,8.87
10710,28,11,343.09,31.19,0.13,13,1,5,43.67
10711,30,8,742.64,92.83,0.37,12,1,5,13.01
10712,34,4,432.18,108.04,0.3,13,0,5,32.02
10713,6,4,263.28,65.82,0.56,14,1,5,11.15
10714,69,9,1047.66,116.41,0.37,15,0,5,9.01
10715,30,5,294.94,58.99,0.28,18,0,5,23.97
10716,2,6,680.25,113.38,0.36,17,1,5,25.77
10717,35,6,290.93,48.49,0.11,18,0,5,12.29
10718,7,10,697.57,69.76,0.19,11,1,5,7.74
10719,1,7,130.6,18.66,0.33,18,0,5,39.52
10720,25,5,449.56,89.91,0.53,20,0,5,14.08
10721,51,8,662.82,82.85,0.12,8,0,5,17.65
10722,59,10,481.22,48.12,0.09,8,1,5,12.2
10723,4,6,115.09,19.18,0.2,17,0,5,36.39
10724,33,6,675.31,112.55,0.21,11,0,1,23.89
10725,38,4,249.86,62.46,0.5,21,0,5,11.76
10726,11,8,603.47,75.43,0.4,17,0,4,23.77
10727,107,7,388.31,55.47,0.14,9,0,2,26.91
10728,10,5,277.16,55.43,0.34,21,1,1,25.31
10729,3,4,142.17,35.54,0.15,21,1,4,15.77
10730,22,5,334.98,67.0,0.31,13,1,4,30.19
10731,36,5,545.92,109.18,0.65,14,1,5,24.53
10732,9,9,1067.7,118.63,0.39,18,1,4,33.87
10733,13,7,667.34,95.33,0.23,17,1,3,39.05
10734,25,1,117.9,117.9,0.1,14,0,5,19.27
10735,66,5,403.53,80.71,0.33,19,1,3,14.91
10736,42,2,69.59,34.8,0.2,14,0,5,5.47
10737,8,6,637.41,106.24,0.42,15,1,5,20.13
10738,9,8,836.59,104.57,0.15,16,1,5,20.87
10739,23,4,251.65,62.91,0.41,17,1,5,18.49
10740,44,6,461.73,76.96,0.28,8,0,4,22.83
10741,29,3,216.06,72.02,0.09,9,0,5,26.31
10742,21,6,471.51,78.58,0.29,10,1,5,35.48
10743,28,6,550.66,91.78,0.52,14,1,5,20.89
10744,43,11,992.65,90.24,0.28,18,1,5,12.27
10745,24,7,705.29,100.76,0.47,17,1,5,33.01
10746,69,4,129.51,32.38,0.07,10,0,3,11.39
10747,89,12,869.73,72.48,0.35,19,0,5,38.53
10748,75,10,264.1,26.41,0.12,10,0,1,16.8
10749,43,1,87.49,87.49,0.66,11,1,4,34.37
10750,9,5,514.76,102.95,0.45,14,0,5,17.31
10751,15,9,771.29,85.7,0.41,15,1,5,37.95
10752,10,5,396.62,79.32,0.3,17,1,4,6.99
10753,33,4,186.71,46.68,0.22,20,1,3,44.26
10754,12,8,868.95,108.62,0.05,11,1,5,38.61
10755,43,10,586.01,58.6,0.11,18,0,5,37.08
10756,4,7,805.93,115.13,0.76,17,1,5,7.83
10757,45,3,350.42,116.81,0.29,15,0,5,41.02
10758,27,8,327.32,40.92,0.33,14,1,5,12.66
10759,55,2,182.53,91.26,0.15,8,0,5,28.21
10760,17,5,133.51,26.7,0.14,8,0,5,5.1
10761,30,5,550.1,110.02,0.19,19,0,3,9.46
10762,25,5,144.04,28.81,0.23,19,0,5,28.03
10763,112,5,142.18,28.44,0.44,11,0,4,31.14
10764,43,5,513.15,102.63,0.06,9,0,5,27.32
10765,24,6,210.92,35.15,0.15,21,1,4,24.75
10766,6,6,384.62,64.1,0.05,15,1,5,17.05
10767,71,4,145.35,36.34,0.23,10,0,3,25.76
10768,7,8,652.84,81.6,0.28,20,1,4,25.45
10769,32,6,532.99,88.83,0.65,19,1,5,26.04
10770,83,8,471.24,58.9,0.35,9,0,4,32.36
10771,8,5,460.45,92.09,0.3,10,0,5,13.82
10772,8,10,262.15,26.21,0.39,13,0,1,21.82
10773,58,8,840.46,105.06,0.07,20,1,4,41.96
10774,53,9,825.19,91.69,0.22,11,1,5,36.27
10775,14,9,282.15,31.35,0.42,12,1,4,32.92
10776,10,6,221.12,36.85,0.32,15,1,3,36.13
10777,5,3,158.58,52.86,0.32,20,1,5,11.44
10778,133,4,334.06,83.52,0.13,13,0,3,31.76
10779,55,5,443.86,88.77,0.27,9,1,1,37.06
10780,69,5,566.05,113.21,0.3,9,1,1,10.55
10781,22,10,504.54,50.45,0.3,10,1,4,30.87
10782,4,9,518.24,57.58,0.14,10,1,2,37.29
10783,2,5,443.75,88.75,0.19,12,1,3,35.4
10784,13,5,266.04,53.21,0.3,9,1,5,5.87
10785,76,7,605.76,86.54,0.42,20,0,5,43.49
10786,89,5,367.7,73.54,0.19,19,0,5,43.66
10787,56,7,211.35,30.19,0.15,9,0,5,19.38
10788,6,5,291.81,58.36,0.23,18,0,5,40.91
10789,17,6,113.19,18.86,0.33,16,0,5,18.16
10790,9,7,694.81,99.26,0.05,19,1,4,10.1
10791,7,3,340.94,113.65,0.24,20,0,5,35.71
10792,35,6,644.49,107.42,0.12,10,1,5,11.68
10793,20,8,459.32,57.42,0.3,12,1,5,23.98
10794,12,10,353.27,35.33,0.16,10,1,5,23.47
10795,4,7,396.12,56.59,0.26,21,1,5,8.45
10796,24,4,171.73,42.93,0.05,17,1,4,27.68
10797,13,7,802.07,114.58,0.05,13,1,5,8.43
10798,15,7,558.96,79.85,0.48,20,1,5,33.02
10799,12,5,334.73,66.95,0.16,20,1,4,28.6
10800,15,9,654.11,72.68,0.2,20,1,4,17.24
10801,25,3,90.7,30.23,0.33,17,1,5,36.2
10802,1,2,221.79,110.9,0.18,8,0,5,35.22
10803,57,12,315.46,26.29,0.18,13,1,5,5.93
10804,77,5,263.18,52.64,0.46,20,0,4,13.27
10805,24,3,165.88,55.29,0.21,9,0,5,15.36
10806,10,3,299.04,99.68,0.05,10,1,4,34.5
10807,139,6,262.79,43.8,0.44,8,0,4,11.3
10808,15,6,419.23,69.87,0.05,16,1,4,37.89
10809,36,6,600.47,100.08,0.17,18,0,5,34.49
10810,36,4,457.11,114.28,0.51,16,1,5,6.81
10811,18,7,374.45,53.49,0.44,21,0,5,12.66
10812,7,5,291.57,58.31,0.32,21,0,5,20.91
10813,102,3,61.61,20.54,0.12,8,0,4,34.85
10814,2,4,180.47,45.12,0.14,16,1,4,24.87
10815,20,4,310.34,77.58,0.54,12,1,3,6.39
10816,8,8,426.24,53.28,0.44,9,1,4,27.79
10817,11,7,152.71,21.82,0.31,17,1,5,29.7
10818,53,12,221.19,18.43,0.22,9,0,5,7.22
10819,14,6,119.82,19.97,0.25,17,1,5,41.86
10820,3,4,170.24,42.56,0.09,15,1,5,15.16
10821,7,10,745.22,74.52,0.13,15,1,1,24.17
10822,60,5,307.8,61.56,0.25,10,0,4,16.77
10823,114,2,124.56,62.28,0.05,9,0,4,6.08
10824,10,7,655.36,93.62,0.34,17,1,5,34.1
10825,34,8,307.5,38.44,0.14,15,1,4,14.05
10826,3,4,450.19,112.55,0.63,16,1,5,35.07
10827,39,11,193.87,17.62,0.36,10,1,5,25.53
10828,17,5,520.17,104.03,0.25,11,1,4,30.37
10829,76,8,688.53,86.07,0.27,10,0,5,8.67
10830,12,6,189.37,31.56,0.13,17,1,5,20.7
10831,86,4,120.88,30.22,0.22,8,0,3,33.22
10832,21,6,120.41,20.07,0.42,8,0,5,8.56
10833,13,5,269.86,53.97,0.35,14,1,5,33.02
10834,32,4,276.1,69.03,0.48,11,1,4,42.55
10835,9,8,620.22,77.53,0.22,8,1,4,20.39
10836,8,7,399.98,57.14,0.4,13,1,5,5.26
10837,7,8,204.97,25.62,0.31,19,1,5,39.15
10838,97,6,313.61,52.27,0.27,18,0,5,43.11
10839,21,7,522.67,74.67,0.54,12,0,5,30.1
10840,42,4,417.38,104.34,0.56,20,0,3,41.05
10841,20,3,176.13,58.71,0.46,16,0,4,23.23
10842,27,5,200.97,40.19,0.38,16,1,5,10.37
10843,27,5,519.43,103.89,0.31,19,1,5,5.92
10844,118,5,311.22,62.24,0.35,13,0,4,16.52
10845,34,5,552.91,110.58,0.49,13,1,4,22.0
10846,9,2,118.58,59.29,0.05,19,1,5,41.45
10847,1,3,82.33,27.44,0.2,8,1,5,33.54
10848,8,12,934.47,77.87,0.55,10,1,3,43.72
10849,19,2,195.94,97.97,0.16,13,1,5,9.38
10850,15,6,556.8,92.8,0.11,12,0,5,41.77
10851,51,5,567.65,113.53,0.44,21,0,4,31.79
10852,47,5,129.22,25.84,0.23,13,0,3,35.7
10853,3,7,803.2,114.74,0.45,11,1,5,25.53
10854,92,5,189.4,37.88,0.16,11,0,1,17.38
10855,23,2,134.1,67.05,0.29,17,0,5,7.68
10856,28,8,859.43,107.43,0.38,21,1,5,36.72
10857,16,8,399.04,49.88,0.11,9,1,5,24.11
10858,32,7,340.87,48.7,0.11,11,0,4,18.44
10859,62,5,388.56,77.71,0.19,16,0,5,35.33
10860,34,3,80.01,26.67,0.45,15,1,5,19.59
10861,106,10,1191.45,119.15,0.46,13,1,5,19.33
10862,37,7,408.41,58.34,0.09,19,0,4,33.55
10863,52,6,177.55,29.59,0.15,19,0,4,42.47
10864,2,9,959.41,106.6,0.1,12,1,3,28.18
10865,34,10,204.87,20.49,0.53,11,1,3,31.91
10866,32,9,963.93,107.1,0.23,18,1,4,39.09
10867,4,6,265.25,44.21,0.18,17,1,3,18.09
10868,56,9,513.86,57.1,0.26,8,0,4,34.65
10869,29,6,267.62,44.6,0.28,14,1,4,30.01
10870,4,6,112.57,18.76,0.28,14,1,3,40.86
10871,28,9,1035.29,115.03,0.2,13,1,5,32.42
10872,20,8,193.16,24.14,0.32,17,1,4,8.7
10873,8,8,134.81,16.85,0.39,21,1,5,18.53
10874,1,4,376.4,94.1,0.25,12,1,4,23.14
10875,14,5,457.31,91.46,0.46,20,1,3,17.66
10876,30,7,356.54,50.93,0.08,19,1,5,14.25
10877,12,10,150.51,15.05,0.32,18,1,5,36.32
10878,12,10,168.99,16.9,0.17,9,1,5,28.92
10879,42,9,296.66,32.96,0.12,10,0,5,14.73
10880,43,6,470.38,78.4,0.49,11,0,1,27.85
10881,39,10,414.6,41.46,0.35,16,0,4,26.45
10882,4,8,356.16,44.52,0.33,10,1,5,27.37
10883,22,6,696.68,116.11,0.27,17,1,5,26.4
10884,25,6,656.77,109.46,0.33,19,1,1,36.16
10885,41,6,169.71,28.28,0.32,15,0,4,32.75
10886,71,7,552.26,78.89,0.25,12,0,5,32.48
10887,14,6,245.02,40.84,0.17,16,0,4,38.66
10888,17,2,34.58,17.29,0.09,17,0,5,12.14
10889,40,7,227.53,32.5,0.21,16,0,5,12.67
10890,33,3,76.68,25.56,0.29,13,1,4,40.66
10891,25,4,397.38,99.34,0.13,9,0,4,35.54
10892,13,4,74.4,18.6,0.16,14,1,4,38.31
10893,7,4,76.2,19.05,0.24,9,0,4,29.99
10894,7,7,549.25,78.46,0.38,10,1,5,19.85
10895,3,8,899.1,112.39,0.33,10,1,5,21.58
10896,3,6,94.86,15.81,0.25,12,0,5,7.81
10897,57,6,549.39,91.56,0.47,16,1,5,12.43
10898,15,12,643.77,53.65,0.41,9,1,3,29.91
10899,2,9,546.24,60.69,0.17,15,1,5,41.37
10900,69,7,380.76,54.39,0.3,17,0,4,29.81
10901,8,7,562.03,80.29,0.11,16,1,3,20.73
10902,10,4,112.62,28.16,0.35,17,1,4,36.58
10903,7,6,162.85,27.14,0.47,10,1,5,25.83
10904,103,8,402.59,50.32,0.3,11,0,4,11.94
10905,4,5,123.64,24.73,0.31,16,1,4,41.08
10906,39,3,320.04,106.68,0.05,19,0,4,31.43
10907,81,5,595.52,119.1,0.84,9,0,5,21.7
10908,34,7,814.17,116.31,0.24,21,1,5,11.3
10909,59,10,704.76,70.48,0.26,20,1,5,5.05
10910,9,7,690.57,98.65,0.05,20,1,5,16.66
10911,34,8,937.04,117.13,0.21,8,1,4,43.52
10912,37,8,716.16,89.52,0.43,14,1,5,16.99
10913,19,5,559.61,111.92,0.11,19,1,4,26.75
10914,62,8,256.75,32.09,0.08,15,0,5,6.88
10915,36,5,572.79,114.56,0.34,20,1,3,31.05
10916,68,6,191.32,31.89,0.16,19,0,3,33.83
10917,42,3,62.92,20.97,0.28,17,0,5,38.37
10918,23,3,354.14,118.05,0.74,15,1,5,30.27
10919,21,9,1069.27,118.81,0.14,21,1,5,25.33
10920,19,11,289.15,26.29,0.24,16,0,5,36.74
10921,1,8,465.52,58.19,0.42,18,1,4,30.19
10922,23,9,736.03,81.78,0.07,18,1,5,35.48
10923,17,5,521.89,104.38,0.51,10,1,1,33.24
10924,6,7,378.24,54.03,0.29,8,1,5,40.33
10925,4,5,555.89,111.18,0.16,8,1,4,16.28
10926,18,5,150.74,30.15,0.24,15,1,5,31.31
10927,2,4,73.82,18.45,0.1,14,0,5,27.47
10928,130,4,230.36,57.59,0.36,8,0,3,11.97
10929,15,6,422.69,70.45,0.23,15,0,4,39.08
10930,15,6,669.85,111.64,0.46,15,1,5,6.47
10931,2,10,1088.47,108.85,0.43,19,1,4,21.32
10932,17,4,241.66,60.42,0.16,15,1,4,18.79
10933,1,10,1057.2,105.72,0.49,15,1,4,30.84
10934,1,3,96.81,32.27,0.24,15,0,5,10.52
10935,13,3,111.92,37.31,0.28,13,0,1,21.33
10936,52,7,481.17,68.74,0.17,20,0,4,43.31
10937,19,3,60.32,20.11,0.25,10,0,5,34.58
10938,1,8,755.5,94.44,0.15,14,1,3,35.24
10939,6,7,498.39,71.2,0.12,19,1,5,27.99
10940,41,9,270.89,30.1,0.19,17,1,4,30.66
10941,41,9,617.79,68.64,0.22,15,1,5,20.3
10942,43,7,470.59,67.23,0.05,10,1,4,30.39
10943,14,4,328.46,82.12,0.39,20,1,4,12.69
10944,14,5,104.65,20.93,0.23,19,1,5,34.13
10945,49,6,322.63,53.77,0.41,18,0,3,38.16
10946,16,5,498.78,99.76,0.09,19,0,4,19.82
10947,39,8,141.32,17.66,0.51,10,0,2,24.78
10948,27,8,656.48,82.06,0.05,9,1,5,17.13
10949,14,6,304.97,50.83,0.21,18,1,3,16.16
10950,3,3,257.74,85.91,0.05,10,1,3,28.96
10951,4,3,137.13,45.71,0.3,12,1,5,26.68
10952,67,6,659.51,109.92,0.08,18,0,5,38.15
10953,19,6,279.74,46.62,0.25,9,0,4,43.27
10954,154,2,207.66,103.83,0.35,16,0,2,24.63
10955,14,5,165.94,33.19,0.65,9,1,5,18.78
10956,9,2,235.92,117.96,0.38,20,0,5,26.23
10957,13,4,212.23,53.06,0.4,12,1,4,39.5
