CustomerID,Recency,Frequency,Monetary,AvgOrderValue,ItemDiversity,PurchaseHour,RepeatPurchase
10603,3,9,801.69,89.08,0.43,19,1
10604,4,8,684.29,85.54,0.3,11,1
10605,19,7,394.84,56.41,0.24,21,1
10606,7,10,151.35,15.14,0.66,10,1
10607,14,4,110.47,27.62,0.1,15,1
10608,22,7,497.9,71.13,0.53,11,1
10609,36,8,687.11,85.89,0.22,18,1
10610,2,8,470.66,58.83,0.18,11,1
10611,49,6,550.33,91.72,0.08,15,0
10612,30,6,418.77,69.8,0.21,8,1
10613,3,2,45.58,22.79,0.09,16,0
10614,63,8,281.29,35.16,0.47,21,0
10615,77,5,516.0,103.2,0.26,14,0
10616,2,8,728.93,91.12,0.38,19,1
10617,10,6,653.7,108.95,0.22,9,1
10618,50,6,164.06,27.34,0.36,18,1
10619,42,4,475.89,118.97,0.15,19,1
10620,7,6,221.93,36.99,0.19,13,1
10621,8,6,97.42,16.24,0.13,15,0
10622,14,5,598.65,119.73,0.39,18,1
10623,20,4,178.05,44.51,0.17,12,1
10624,29,4,340.57,85.14,0.38,13,1
10625,14,6,201.31,33.55,0.05,19,1
10626,19,11,835.16,75.92,0.56,17,1
10627,42,3,329.77,109.92,0.22,15,0
10628,2,6,291.71,48.62,0.37,20,1
10629,9,4,341.51,85.38,0.05,13,1
10630,38,5,173.65,34.73,0.05,19,0
10631,68,7,564.22,80.6,0.79,16,0
10632,22,4,201.31,50.33,0.18,19,0
10633,23,5,185.88,37.18,0.53,16,0
10634,4,5,239.42,47.88,0.14,16,1
10635,18,6,202.67,33.78,0.28,13,1
10636,23,9,987.31,109.7,0.25,19,1
10637,9,6,340.23,56.71,0.14,19,1
10638,10,7,285.28,40.75,0.24,16,1
10639,15,4,248.33,62.08,0.1,10,0
10640,1,5,243.28,48.66,0.6,12,1
10641,12,6,558.98,93.16,0.27,9,1
10642,8,7,818.85,116.98,0.24,19,1
10643,12,8,487.95,60.99,0.1,20,1
10644,4,6,632.45,105.41,0.31,20,1
10645,67,3,223.25,74.42,0.09,15,0
10646,28,7,220.57,31.51,0.1,18,1
10647,35,5,437.58,87.52,0.14,20,1
10648,47,3,206.73,68.91,0.05,11,0
10649,21,5,416.57,83.31,0.09,13,1
10650,3,3,325.25,108.42,0.28,13,1
10651,24,4,244.98,61.24,0.29,12,0
10652,27,5,548.12,109.62,0.1,19,1
10653,42,8,750.56,93.82,0.35,19,0
10654,17,6,397.82,66.3,0.39,8,1
10655,5,6,470.03,78.34,0.42,18,1
10656,11,8,393.49,49.19,0.47,14,1
10657,14,10,1182.78,118.28,0.21,17,1
10658,32,8,680.57,85.07,0.17,15,1
10659,26,7,137.23,19.6,0.24,8,1
10660,14,7,345.07,49.3,0.3,17,1
10661,130,10,804.48,80.45,0.41,14,0
10662,28,3,62.74,20.91,0.06,11,0
10663,9,4,70.03,17.51,0.32,13,0
10664,4,10,622.53,62.25,0.22,16,1
10665,5,4,199.73,49.93,0.24,12,1
10666,9,9,549.19,61.02,0.23,15,1
10667,6,6,255.5,42.58,0.15,12,1
10668,7,5,161.48,32.3,0.29,9,0
10669,11,10,873.6,87.36,0.32,11,1
10670,6,3,207.09,69.03,0.31,21,1
10671,69,6,216.1,36.02,0.18,9,0
10672,3,11,534.13,48.56,0.21,14,1
10673,23,6,462.84,77.14,0.05,14,1
10674,16,5,112.92,22.58,0.14,21,1
10675,122,8,243.86,30.48,0.07,10,0
10676,4,4,90.76,22.69,0.41,21,0
10677,16,7,702.05,100.29,0.16,20,1
10678,105,4,376.01,94.0,0.29,14,0
10679,61,4,376.39,94.1,0.25,8,0
10680,51,5,451.07,90.21,0.23,8,1
10681,9,2,170.57,85.28,0.1,16,0
10682,6,3,195.25,65.08,0.19,13,0
10683,34,5,412.2,82.44,0.48,20,0
10684,80,6,114.17,19.03,0.4,21,0
10685,25,9,722.28,80.25,0.53,19,1
10686,26,8,773.42,96.68,0.56,12,1
10687,10,8,540.3,67.54,0.24,20,1
10688,45,3,157.62,52.54,0.39,13,0
10689,7,7,308.91,44.13,0.2,13,1
10690,12,9,742.45,82.49,0.27,8,1
10691,17,7,614.21,87.74,0.28,12,1
10692,22,5,532.26,106.45,0.39,16,0
10693,9,5,254.73,50.95,0.46,11,0
10694,4,5,479.13,95.83,0.25,10,1
10695,29,2,147.88,73.94,0.28,8,0
10696,11,7,753.88,107.7,0.23,21,1
10697,27,9,633.78,70.42,0.28,9,1
10698,6,8,554.81,69.35,0.26,10,1
10699,20,8,605.42,75.68,0.35,11,1
10700,23,7,655.75,93.68,0.14,14,1
10701,2,7,814.05,116.29,0.16,13,1
10702,13,5,113.62,22.72,0.44,18,1
10703,5,4,82.44,20.61,0.33,15,1
10704,2,7,794.1,113.44,0.19,21,1
10705,139,4,282.55,70.64,0.58,16,0
10706,12,11,875.21,79.56,0.05,13,1
10707,50,6,393.93,65.66,0.26,14,0
10708,9,7,173.84,24.83,0.24,11,1
10709,35,7,669.55,95.65,0.45,9,0
10710,43,5,467.29,93.46,0.2,16,1
10711,28,7,334.1,47.73,0.24,16,1
10712,20,6,282.93,47.16,0.28,11,1
10713,16,4,411.89,102.97,0.11,19,1
10714,13,3,67.79,22.6,0.3,10,1
10715,80,4,430.06,107.52,0.27,17,0
10716,54,3,125.85,41.95,0.48,21,0
10717,101,9,695.37,77.26,0.69,18,0
10718,4,8,906.24,113.28,0.48,13,1
10719,40,5,431.01,86.2,0.23,21,1
10720,84,4,234.06,58.52,0.11,21,0
10721,6,4,349.6,87.4,0.16,10,1
10722,3,7,357.83,51.12,0.18,8,1
10723,41,6,264.67,44.11,0.1,11,0
10724,26,2,239.3,119.65,0.45,8,0
10725,56,9,844.5,93.83,0.4,9,1
10726,5,10,826.96,82.7,0.25,10,1
10727,48,5,261.53,52.31,0.24,15,0
10728,7,8,161.3,20.16,0.36,17,1
10729,6,4,73.04,18.26,0.3,11,1
10730,6,8,585.51,73.19,0.21,11,1
10731,51,6,570.08,95.01,0.22,20,0
10732,33,7,499.97,71.42,0.44,17,1
10733,23,9,929.54,103.28,0.15,16,1
10734,14,3,55.53,18.51,0.44,14,0
10735,63,5,267.54,53.51,0.33,9,0
10736,15,10,398.92,39.89,0.57,10,1
10737,51,5,309.82,61.96,0.22,11,0
10738,18,5,113.0,22.6,0.1,11,0
10739,15,4,460.74,115.18,0.31,17,1
10740,19,5,192.21,38.44,0.14,15,1
10741,11,5,559.21,111.84,0.13,17,1
10742,42,7,418.03,59.72,0.54,21,0
10743,21,8,947.84,118.48,0.46,17,1
10744,8,4,292.7,73.18,0.25,13,1
10745,69,7,789.16,112.74,0.29,10,1
10746,15,9,140.05,15.56,0.28,18,1
10747,24,8,748.52,93.56,0.36,16,1
10748,72,4,439.28,109.82,0.22,17,0
10749,30,5,148.35,29.67,0.05,15,0
10750,4,7,175.65,25.09,0.08,16,1
10751,85,9,536.22,59.58,0.17,12,0
10752,30,4,452.15,113.04,0.21,10,1
10753,13,5,359.75,71.95,0.38,11,1
10754,5,4,281.53,70.38,0.48,21,1
10755,48,9,268.36,29.82,0.17,20,0
10756,30,2,30.17,15.08,0.27,19,0
10757,23,4,400.26,100.06,0.38,12,0
10758,68,8,193.56,24.2,0.17,16,0
10759,47,6,489.33,81.55,0.46,16,0
10760,5,10,1110.35,111.04,0.08,21,1
10761,12,6,221.45,36.91,0.25,10,0
10762,9,5,424.27,84.85,0.24,14,1
10763,41,6,139.58,23.26,0.37,13,0
10764,2,8,627.15,78.39,0.11,11,1
10765,26,4,128.85,32.21,0.47,12,1
10766,44,7,645.93,92.28,0.4,21,1
10767,63,8,373.03,46.63,0.25,17,0
10768,13,5,318.28,63.66,0.22,9,1
10769,52,5,389.7,77.94,0.36,18,0
10770,4,5,164.92,32.98,0.41,14,1
10771,57,4,371.49,92.87,0.43,21,0
10772,5,5,233.89,46.78,0.17,11,1
10773,16,3,253.65,84.55,0.15,9,0
10774,48,8,252.96,31.62,0.15,18,0
10775,5,7,610.77,87.25,0.45,13,1
10776,8,8,227.68,28.46,0.25,18,1
10777,39,6,357.97,59.66,0.12,19,0
10778,39,5,204.78,40.96,0.38,9,0
10779,31,6,561.48,93.58,0.4,17,1
10780,36,5,212.57,42.51,0.22,9,1
10781,24,8,860.64,107.58,0.09,14,1
10782,9,6,651.85,108.64,0.74,8,1
10783,13,7,249.38,35.63,0.24,14,0
10784,7,6,476.72,79.45,0.36,17,1
10785,72,3,72.63,24.21,0.23,12,0
10786,27,5,280.56,56.11,0.15,8,1
10787,16,5,449.49,89.9,0.33,13,0
10788,19,7,589.68,84.24,0.12,14,1
10789,89,12,967.12,80.59,0.37,8,0
10790,5,7,312.67,44.67,0.59,16,1
10791,27,9,492.23,54.69,0.2,14,1
10792,22,6,154.86,25.81,0.19,8,1
10793,29,4,361.99,90.5,0.13,10,0
10794,1,6,407.45,67.91,0.19,12,1
10795,62,2,178.84,89.42,0.22,11,0
10796,81,9,370.25,41.14,0.46,9,0
10797,25,7,343.46,49.07,0.33,8,1
10798,36,5,250.46,50.09,0.44,11,1
10799,77,8,141.62,17.7,0.2,14,0
10800,37,2,101.62,50.81,0.31,18,0
10801,5,8,794.78,99.35,0.3,11,0
10802,26,4,436.87,109.22,0.05,16,0
10803,28,10,694.13,69.41,0.05,21,1
10804,17,5,314.14,62.83,0.05,15,1
10805,41,3,54.71,18.24,0.24,15,0
10806,82,5,536.58,107.32,0.41,12,0
10807,78,7,114.56,16.37,0.15,19,0
10808,18,3,342.6,114.2,0.09,8,1
10809,4,2,132.74,66.37,0.18,16,1
10810,126,8,407.22,50.9,0.26,9,0
10811,55,8,896.34,112.04,0.14,13,1
10812,4,7,122.93,17.56,0.1,17,1
10813,77,9,684.45,76.05,0.1,21,0
10814,62,8,581.1,72.64,0.68,12,0
10815,22,6,228.17,38.03,0.08,17,0
10816,27,7,420.23,60.03,0.35,20,1
10817,16,7,584.41,83.49,0.67,15,0
10818,2,8,730.79,91.35,0.45,18,1
10819,13,7,105.53,15.08,0.1,10,1
10820,49,4,453.48,113.37,0.58,13,0
10821,1,4,129.1,32.28,0.09,13,1
10822,13,2,79.05,39.52,0.17,17,0
10823,16,6,255.99,42.66,0.22,10,0
10824,24,4,75.88,18.97,0.11,19,0
10825,76,10,279.2,27.92,0.29,19,0
10826,13,9,1067.1,118.57,0.15,19,1
10827,13,5,240.49,48.1,0.67,14,1
10828,41,3,81.32,27.11,0.21,18,0
10829,19,4,104.94,26.24,0.4,11,1
10830,8,3,271.63,90.54,0.58,12,1
10831,19,5,523.65,104.73,0.35,16,1
10832,5,5,209.9,41.98,0.66,13,1
10833,6,6,103.17,17.2,0.44,17,1
10834,21,9,345.82,38.42,0.32,20,1
10835,17,7,146.54,20.93,0.23,11,1
10836,74,4,103.43,25.86,0.07,15,0
10837,14,6,361.85,60.31,0.24,16,1
10838,27,7,273.99,39.14,0.13,17,1
10839,31,4,276.7,69.18,0.5,12,1
10840,1,9,374.55,41.62,0.13,9,1
10841,33,9,1023.81,113.76,0.28,13,1
10842,6,6,660.74,110.12,0.39,18,1
10843,98,5,372.57,74.51,0.12,19,0
10844,5,3,156.64,52.21,0.29,15,0
10845,17,7,385.14,55.02,0.18,20,1
10846,3,6,349.47,58.24,0.36,12,0
10847,174,7,639.77,91.4,0.09,8,0
10848,21,8,499.38,62.42,0.66,15,1
10849,28,4,419.83,104.96,0.31,16,0
10850,3,10,1141.3,114.13,0.59,8,1
10851,42,3,150.82,50.27,0.45,15,0
10852,8,1,73.87,73.87,0.16,17,0
10853,69,7,174.87,24.98,0.41,19,0
10854,7,5,180.25,36.05,0.54,9,1
10855,7,7,408.9,58.41,0.47,11,1
10856,2,5,183.26,36.65,0.31,20,1
10857,20,6,642.23,107.04,0.15,9,0
10858,25,3,94.86,31.62,0.38,9,0
10859,3,6,377.07,62.84,0.36,17,1
10860,45,5,392.99,78.6,0.2,10,0
10861,19,4,350.58,87.64,0.11,21,1
10862,23,6,331.33,55.22,0.32,15,1
10863,18,4,425.02,106.26,0.13,11,1
10864,16,4,298.69,74.67,0.2,14,1
10865,25,5,305.74,61.15,0.39,19,1
10866,6,9,198.54,22.06,0.13,17,1
10867,7,6,382.75,63.79,0.08,10,1
10868,60,5,505.89,101.18,0.06,17,0
10869,88,5,397.63,79.53,0.35,19,0
10870,15,5,511.89,102.38,0.36,21,1
10871,10,5,334.36,66.87,0.21,21,1
10872,31,8,219.51,27.44,0.45,20,0
10873,16,9,147.89,16.43,0.23,18,0
10874,1,8,374.7,46.84,0.24,21,1
10875,6,4,353.16,88.29,0.21,10,1
10876,38,7,685.84,97.98,0.06,9,1
10877,33,7,322.38,46.05,0.17,20,0
10878,1,5,335.22,67.04,0.06,19,1
10879,8,7,414.52,59.22,0.18,13,1
10880,8,10,581.05,58.1,0.4,13,1
10881,34,7,275.04,39.29,0.05,8,0
10882,1,5,146.59,29.32,0.18,14,1
10883,4,7,249.57,35.65,0.17,19,1
10884,49,8,166.48,20.81,0.37,21,0
10885,6,5,179.02,35.8,0.14,21,1
10886,32,4,63.86,15.96,0.43,11,1
10887,9,5,404.31,80.86,0.15,20,1
10888,4,6,289.32,48.22,0.44,18,1
10889,9,4,468.72,117.18,0.41,19,1
10890,39,6,212.04,35.34,0.27,10,1
10891,59,4,205.25,51.31,0.23,20,1
10892,54,6,315.44,52.57,0.09,20,0
10893,16,6,95.32,15.89,0.27,15,0
10894,34,6,618.7,103.12,0.44,9,1
10895,7,7,128.52,18.36,0.11,16,1
10896,11,7,796.03,113.72,0.45,20,1
10897,68,7,760.67,108.67,0.49,15,1
10898,1,6,427.38,71.23,0.14,15,1
10899,3,8,576.62,72.08,0.27,20,1
10900,7,4,334.59,83.65,0.62,10,0
10901,1,6,333.84,55.64,0.17,20,1
10902,7,8,663.67,82.96,0.42,11,1
10903,27,3,59.1,19.7,0.14,9,0
10904,17,9,186.08,20.68,0.24,9,1
10905,67,5,315.05,63.01,0.16,11,0
10906,52,3,218.13,72.71,0.23,13,0
10907,13,6,649.33,108.22,0.38,12,1
10908,10,6,155.94,25.99,0.27,8,0
10909,15,5,506.89,101.38,0.27,20,1
10910,27,7,259.38,37.05,0.14,17,1
10911,10,9,507.41,56.38,0.56,8,1
10912,30,5,241.22,48.24,0.55,13,1
10913,16,4,228.07,57.02,0.37,10,1
10914,25,7,215.61,30.8,0.67,10,1
10915,18,5,339.37,67.87,0.4,14,0
10916,11,3,297.52,99.17,0.05,20,0
10917,89,4,245.44,61.36,0.09,20,0
10918,44,2,133.03,66.52,0.18,8,0
10919,5,10,1041.21,104.12,0.38,8,1
10920,61,6,534.82,89.14,0.07,21,0
10921,21,4,265.99,66.5,0.28,20,1
10922,68,5,210.29,42.06,0.41,17,0
10923,49,4,431.67,107.92,0.19,10,0
10924,17,5,377.94,75.59,0.3,21,0
10925,1,7,267.54,38.22,0.34,15,1
10926,10,5,216.29,43.26,0.36,8,0
10927,24,3,297.99,99.33,0.22,17,0
10928,31,7,137.45,19.64,0.45,20,0
10929,9,4,476.68,119.17,0.2,11,1
10930,5,7,200.81,28.69,0.28,16,0
10931,55,3,295.76,98.59,0.26,21,0
10932,125,9,508.06,56.45,0.23,11,0
10933,23,4,266.73,66.68,0.31,17,0
10934,6,7,752.28,107.47,0.51,15,1
10935,10,5,291.78,58.36,0.06,14,1
10936,1,6,428.62,71.44,0.24,10,1
10937,74,7,141.24,20.18,0.1,14,0
10938,4,2,30.49,15.24,0.06,14,1
10939,26,6,244.22,40.7,0.16,17,0
10940,10,8,691.69,86.46,0.55,10,1
10941,25,7,194.13,27.73,0.32,9,1
10942,32,7,188.62,26.95,0.21,16,1
10943,54,8,465.21,58.15,0.17,8,0
10944,7,5,415.11,83.02,0.34,21,1
10945,1,4,359.07,89.77,0.26,14,1
10946,5,9,303.64,33.74,0.22,11,1
10947,70,5,116.78,23.36,0.08,9,0
10948,63,6,682.45,113.74,0.14,9,1
10949,28,6,254.22,42.37,0.51,15,0
10950,28,4,418.41,104.6,0.3,14,0
10951,33,10,1056.67,105.67,0.13,19,1
10952,6,9,865.03,96.11,0.33,14,1
10953,74,7,229.09,32.73,0.44,12,0
10954,17,4,405.16,101.29,0.17,21,1
10955,15,6,574.63,95.77,0.23,17,0
10956,22,6,465.94,77.66,0.25,15,0
10957,2,6,302.44,50.41,0.13,21,1
10958,6,4,170.25,42.56,0.31,9,0
10959,41,8,222.39,27.8,0.13,9,1
10960,3,4,274.1,68.53,0.07,12,1
10961,28,1,76.45,76.45,0.13,8,0
10962,9,7,369.11,52.73,0.3,13,1
10963,15,7,454.39,64.91,0.14,11,1
10964,11,5,265.85,53.17,0.24,13,1
10965,14,6,493.83,82.3,0.26,14,1
10966,39,10,1096.32,109.63,0.09,20,1
10967,11,6,193.27,32.21,0.69,10,1
10968,26,5,275.24,55.05,0.2,18,1
10969,20,4,119.16,29.79,0.42,20,1
10970,33,7,564.33,80.62,0.24,15,1
10971,83,3,274.59,91.53,0.42,14,0
10972,40,7,789.96,112.85,0.38,20,1
10973,8,7,309.97,44.28,0.26,8,1
10974,1,7,803.41,114.77,0.07,13,1
10975,10,6,129.86,21.64,0.55,14,1
10976,28,4,313.27,78.32,0.13,21,1
10977,2,5,104.99,21.0,0.09,18,1
10978,21,5,544.23,108.85,0.39,11,1
10979,28,6,423.78,70.63,0.3,21,0
10980,13,5,426.41,85.28,0.24,9,1
10981,45,5,511.58,102.32,0.17,17,1
10982,4,6,184.7,30.78,0.5,16,1
10983,3,6,114.31,19.05,0.1,14,0
10984,40,6,643.7,107.28,0.28,8,1
10985,21,8,384.54,48.07,0.09,15,1
10986,35,4,114.17,28.54,0.38,10,0
10987,18,3,192.57,64.19,0.66,11,0
10988,9,5,389.11,77.82,0.35,19,1
10989,52,5,91.26,18.25,0.14,12,0
10990,49,7,307.05,43.86,0.42,8,1
10991,36,4,73.78,18.44,0.18,13,0
10992,10,6,354.81,59.14,0.16,17,0
10993,27,6,653.91,108.98,0.24,13,1
10994,14,6,709.07,118.18,0.07,9,1
10995,3,6,491.34,81.89,0.56,18,1
10996,75,4,127.89,31.97,0.26,17,0
10997,5,11,1211.26,110.11,0.28,13,1
10998,91,6,415.24,69.21,0.52,15,0
10999,18,5,155.72,31.14,0.53,13,1
